date,start,away,away_pts,home,home_pts,attend,winner
2021-12-02,8:00p,Oklahoma City Thunder,79.0,Memphis Grizzlies,152.0,13103.0,home
2021-12-02,9:00p,Detroit Pistons,103.0,Phoenix Suns,114.0,0.0,home
2021-12-02,10:00p,San Antonio Spurs,114.0,Portland Trail Blazers,83.0,16143.0,away
2021-12-03,7:00p,Miami Heat,113.0,Indiana Pacers,104.0,13854.0,away
2021-12-03,7:00p,Cleveland Cavaliers,116.0,Washington Wizards,101.0,17227.0,away
2021-12-03,7:30p,Philadelphia 76ers,98.0,Atlanta Hawks,96.0,17092.0,away
2021-12-03,7:30p,Minnesota Timberwolves,105.0,Brooklyn Nets,110.0,17732.0,home
2021-12-03,8:00p,Orlando Magic,116.0,Houston Rockets,118.0,13697.0,home
2021-12-03,8:30p,New Orleans Pelicans,107.0,Dallas Mavericks,91.0,19218.0,away
2021-12-03,9:00p,Boston Celtics,130.0,Utah Jazz,137.0,18306.0,home
2021-12-03,10:00p,Phoenix Suns,96.0,Golden State Warriors,118.0,18064.0,home
2021-12-03,10:00p,Los Angeles Clippers,119.0,Los Angeles Lakers,115.0,18997.0,away
2021-12-04,1:00p,Denver Nuggets,113.0,New York Knicks,99.0,18272.0,away
2021-12-04,8:00p,Chicago Bulls,111.0,Brooklyn Nets,107.0,18116.0,away
2021-12-04,8:00p,Miami Heat,102.0,Milwaukee Bucks,124.0,17341.0,home
2021-12-04,8:30p,Memphis Grizzlies,97.0,Dallas Mavericks,90.0,19396.0,away
2021-12-04,8:30p,San Antonio Spurs,112.0,Golden State Warriors,107.0,18064.0,away
2021-12-04,10:00p,Boston Celtics,145.0,Portland Trail Blazers,117.0,18193.0,away
2021-12-04,10:00p,Los Angeles Clippers,99.0,Sacramento Kings,104.0,15004.0,home
2021-12-05,3:30p,Utah Jazz,109.0,Cleveland Cavaliers,108.0,18113.0,away
2021-12-05,6:00p,Charlotte Hornets,130.0,Atlanta Hawks,127.0,16383.0,away
2021-12-05,6:00p,Washington Wizards,90.0,Toronto Raptors,102.0,19800.0,home
2021-12-05,7:00p,New Orleans Pelicans,108.0,Houston Rockets,118.0,14771.0,home
2021-12-06,7:00p,Philadelphia 76ers,127.0,Charlotte Hornets,124.0,14462.0,away
2021-12-06,7:00p,Oklahoma City Thunder,114.0,Detroit Pistons,103.0,10522.0,away
2021-12-06,7:00p,Washington Wizards,110.0,Indiana Pacers,116.0,12581.0,home
2021-12-06,7:30p,Memphis Grizzlies,105.0,Miami Heat,90.0,19600.0,away
2021-12-06,8:00p,Denver Nuggets,97.0,Chicago Bulls,109.0,21236.0,home
2021-12-06,8:00p,Cleveland Cavaliers,104.0,Milwaukee Bucks,112.0,17341.0,home
2021-12-06,8:00p,Atlanta Hawks,121.0,Minnesota Timberwolves,110.0,15736.0,away
2021-12-06,9:00p,San Antonio Spurs,104.0,Phoenix Suns,108.0,15292.0,home
2021-12-06,10:00p,Orlando Magic,95.0,Golden State Warriors,126.0,18064.0,home
2021-12-06,10:00p,Los Angeles Clippers,102.0,Portland Trail Blazers,90.0,15865.0,away
2021-12-07,7:30p,Brooklyn Nets,102.0,Dallas Mavericks,99.0,19559.0,away
2021-12-07,8:30p,New York Knicks,121.0,San Antonio Spurs,109.0,14698.0,away
2021-12-07,10:00p,Boston Celtics,102.0,Los Angeles Lakers,117.0,18997.0,home
2021-12-08,7:00p,Philadelphia 76ers,110.0,Charlotte Hornets,106.0,15709.0,away
2021-12-08,7:00p,Chicago Bulls,92.0,Cleveland Cavaliers,115.0,17707.0,home
2021-12-08,7:00p,Washington Wizards,119.0,Detroit Pistons,116.0,10499.0,away
2021-12-08,7:00p,New York Knicks,102.0,Indiana Pacers,122.0,13167.0,home
2021-12-08,7:30p,Milwaukee Bucks,104.0,Miami Heat,113.0,19600.0,home
2021-12-08,7:30p,Oklahoma City Thunder,110.0,Toronto Raptors,109.0,19800.0,away
2021-12-08,8:00p,Brooklyn Nets,104.0,Houston Rockets,114.0,15834.0,home
2021-12-08,8:00p,Dallas Mavericks,104.0,Memphis Grizzlies,96.0,14025.0,away
2021-12-08,8:00p,Utah Jazz,136.0,Minnesota Timberwolves,104.0,15181.0,away
2021-12-08,8:00p,Denver Nuggets,120.0,New Orleans Pelicans,114.0,15035.0,away
2021-12-08,10:00p,Portland Trail Blazers,94.0,Golden State Warriors,104.0,18064.0,home
2021-12-08,10:00p,Orlando Magic,130.0,Sacramento Kings,142.0,14364.0,home
2021-12-08,10:30p,Boston Celtics,111.0,Los Angeles Clippers,114.0,17064.0,home
2021-12-09,7:00p,Utah Jazz,118.0,Philadelphia 76ers,96.0,20272.0,away
2021-12-09,8:00p,Los Angeles Lakers,95.0,Memphis Grizzlies,108.0,16334.0,home
2021-12-09,8:30p,Denver Nuggets,111.0,San Antonio Spurs,123.0,12855.0,home
2021-12-10,7:00p,Sacramento Kings,123.0,Charlotte Hornets,124.0,16335.0,home
2021-12-10,7:00p,Dallas Mavericks,93.0,Indiana Pacers,106.0,12618.0,home
2021-12-10,7:30p,Brooklyn Nets,113.0,Atlanta Hawks,105.0,17074.0,away
2021-12-10,7:30p,New York Knicks,87.0,Toronto Raptors,90.0,19800.0,home
2021-12-10,8:00p,Milwaukee Bucks,123.0,Houston Rockets,114.0,16319.0,away
2021-12-10,8:00p,Cleveland Cavaliers,123.0,Minnesota Timberwolves,106.0,15694.0,away
2021-12-10,8:00p,Detroit Pistons,93.0,New Orleans Pelicans,109.0,15828.0,home
2021-12-10,8:00p,Los Angeles Lakers,116.0,Oklahoma City Thunder,95.0,16523.0,away
2021-12-10,10:00p,Boston Celtics,90.0,Phoenix Suns,111.0,17071.0,home
2021-12-11,3:30p,Orlando Magic,,Los Angeles Clippers,,,home
2021-12-11,7:00p,Utah Jazz,,Washington Wizards,,,home
2021-12-11,8:00p,Sacramento Kings,,Cleveland Cavaliers,,,home
2021-12-11,8:00p,Houston Rockets,,Memphis Grizzlies,,,home
2021-12-11,8:00p,Chicago Bulls,,Miami Heat,,,home
2021-12-11,8:30p,Golden State Warriors,,Philadelphia 76ers,,,home
2021-12-11,8:30p,Denver Nuggets,,San Antonio Spurs,,,home
2021-12-12,12:00p,Milwaukee Bucks,,New York Knicks,,,home
2021-12-12,6:00p,Brooklyn Nets,,Detroit Pistons,,,home
2021-12-12,7:00p,Dallas Mavericks,,Oklahoma City Thunder,,,home
2021-12-12,7:00p,New Orleans Pelicans,,San Antonio Spurs,,,home
2021-12-12,9:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,home
2021-12-12,9:30p,Orlando Magic,,Los Angeles Lakers,,,home
2021-12-13,7:00p,Miami Heat,,Cleveland Cavaliers,,,home
2021-12-13,7:00p,Golden State Warriors,,Indiana Pacers,,,home
2021-12-13,7:00p,Sacramento Kings,,Toronto Raptors,,,home
2021-12-13,7:30p,Houston Rockets,,Atlanta Hawks,,,home
2021-12-13,7:30p,Milwaukee Bucks,,Boston Celtics,,,home
2021-12-13,8:00p,Philadelphia 76ers,,Memphis Grizzlies,,,home
2021-12-13,8:30p,Charlotte Hornets,,Dallas Mavericks,,,home
2021-12-13,9:00p,Washington Wizards,,Denver Nuggets,,,home
2021-12-13,10:30p,Phoenix Suns,,Los Angeles Clippers,,,home
2021-12-14,7:30p,Toronto Raptors,,Brooklyn Nets,,,home
2021-12-14,7:30p,Golden State Warriors,,New York Knicks,,,home
2021-12-14,8:00p,Detroit Pistons,,Chicago Bulls,,,home
2021-12-14,10:00p,Phoenix Suns,,Portland Trail Blazers,,,home
2021-12-15,7:00p,Houston Rockets,,Cleveland Cavaliers,,,home
2021-12-15,7:00p,Atlanta Hawks,,Orlando Magic,,,home
2021-12-15,7:00p,Miami Heat,,Philadelphia 76ers,,,home
2021-12-15,7:30p,Los Angeles Lakers,,Dallas Mavericks,,,home
2021-12-15,8:00p,Indiana Pacers,,Milwaukee Bucks,,,home
2021-12-15,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,home
2021-12-15,8:30p,Charlotte Hornets,,San Antonio Spurs,,,home
2021-12-15,9:00p,Minnesota Timberwolves,,Denver Nuggets,,,home
2021-12-15,10:00p,Memphis Grizzlies,,Portland Trail Blazers,,,home
2021-12-15,10:00p,Washington Wizards,,Sacramento Kings,,,home
2021-12-15,10:00p,Los Angeles Clippers,,Utah Jazz,,,home
2021-12-16,7:00p,Detroit Pistons,,Indiana Pacers,,,home
2021-12-16,7:30p,Philadelphia 76ers,,Brooklyn Nets,,,home
2021-12-16,7:30p,Chicago Bulls,,Toronto Raptors,,,home
2021-12-16,8:00p,New York Knicks,,Houston Rockets,,,home
2021-12-16,9:00p,Washington Wizards,,Phoenix Suns,,,home
2021-12-17,7:00p,Miami Heat,,Orlando Magic,,,home
2021-12-17,7:30p,Denver Nuggets,,Atlanta Hawks,,,home
2021-12-17,7:30p,Golden State Warriors,,Boston Celtics,,,home
2021-12-17,8:00p,Milwaukee Bucks,,New Orleans Pelicans,,,home
2021-12-17,9:00p,San Antonio Spurs,,Utah Jazz,,,home
2021-12-17,10:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,home
2021-12-17,10:00p,Charlotte Hornets,,Portland Trail Blazers,,,home
2021-12-17,10:00p,Memphis Grizzlies,,Sacramento Kings,,,home
2021-12-18,12:00p,Houston Rockets,,Detroit Pistons,,,home
2021-12-18,7:00p,New York Knicks,,Boston Celtics,,,home
2021-12-18,7:30p,Orlando Magic,,Brooklyn Nets,,,home
2021-12-18,7:30p,Golden State Warriors,,Toronto Raptors,,,home
2021-12-18,8:00p,Los Angeles Clippers,,Oklahoma City Thunder,,,home
2021-12-18,9:00p,Cleveland Cavaliers,,Milwaukee Bucks,,,home
2021-12-18,9:00p,Washington Wizards,,Utah Jazz,,,home
2021-12-19,3:30p,Los Angeles Lakers,,Chicago Bulls,,,home
2021-12-19,6:00p,Miami Heat,,Detroit Pistons,,,home
2021-12-19,6:00p,Portland Trail Blazers,,Memphis Grizzlies,,,home
2021-12-19,6:00p,San Antonio Spurs,,Sacramento Kings,,,home
2021-12-19,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,home
2021-12-19,7:30p,Denver Nuggets,,Brooklyn Nets,,,home
2021-12-19,8:00p,Dallas Mavericks,,Minnesota Timberwolves,,,home
2021-12-19,8:00p,New Orleans Pelicans,,Philadelphia 76ers,,,home
2021-12-19,8:00p,Charlotte Hornets,,Phoenix Suns,,,home
2021-12-20,7:30p,Philadelphia 76ers,,Boston Celtics,,,home
2021-12-20,7:30p,Orlando Magic,,Toronto Raptors,,,home
2021-12-20,8:00p,Houston Rockets,,Chicago Bulls,,,home
2021-12-20,8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,home
2021-12-20,9:00p,Charlotte Hornets,,Utah Jazz,,,home
2021-12-20,10:00p,Sacramento Kings,,Golden State Warriors,,,home
2021-12-20,10:30p,San Antonio Spurs,,Los Angeles Clippers,,,home
2021-12-21,7:30p,Washington Wizards,,Brooklyn Nets,,,home
2021-12-21,7:30p,Indiana Pacers,,Miami Heat,,,home
2021-12-21,7:30p,Detroit Pistons,,New York Knicks,,,home
2021-12-21,8:00p,Portland Trail Blazers,,New Orleans Pelicans,,,home
2021-12-21,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,home
2021-12-21,10:00p,Phoenix Suns,,Los Angeles Lakers,,,home
2021-12-22,7:30p,Orlando Magic,,Atlanta Hawks,,,home
2021-12-22,7:30p,Cleveland Cavaliers,,Boston Celtics,,,home
2021-12-22,8:00p,Toronto Raptors,,Chicago Bulls,,,home
2021-12-22,8:00p,Houston Rockets,,Milwaukee Bucks,,,home
2021-12-22,8:00p,Denver Nuggets,,Oklahoma City Thunder,,,home
2021-12-22,10:00p,Los Angeles Clippers,,Sacramento Kings,,,home
2021-12-23,7:00p,Houston Rockets,,Indiana Pacers,,,home
2021-12-23,7:00p,New Orleans Pelicans,,Orlando Magic,,,home
2021-12-23,7:00p,Atlanta Hawks,,Philadelphia 76ers,,,home
2021-12-23,7:30p,Detroit Pistons,,Miami Heat,,,home
2021-12-23,7:30p,Washington Wizards,,New York Knicks,,,home
2021-12-23,8:30p,Milwaukee Bucks,,Dallas Mavericks,,,home
2021-12-23,9:00p,Charlotte Hornets,,Denver Nuggets,,,home
2021-12-23,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,home
2021-12-23,9:00p,Minnesota Timberwolves,,Utah Jazz,,,home
2021-12-23,10:00p,Memphis Grizzlies,,Golden State Warriors,,,home
2021-12-23,10:00p,Brooklyn Nets,,Portland Trail Blazers,,,home
2021-12-23,10:30p,San Antonio Spurs,,Los Angeles Lakers,,,home
2021-12-25,12:00p,Atlanta Hawks,,New York Knicks,,,home
2021-12-25,2:30p,Boston Celtics,,Milwaukee Bucks,,,home
2021-12-25,5:00p,Golden State Warriors,,Phoenix Suns,,,home
2021-12-25,8:00p,Brooklyn Nets,,Los Angeles Lakers,,,home
2021-12-25,10:30p,Dallas Mavericks,,Utah Jazz,,,home
2021-12-26,3:30p,Orlando Magic,,Miami Heat,,,home
2021-12-26,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,home
2021-12-26,6:00p,Memphis Grizzlies,,Sacramento Kings,,,home
2021-12-26,6:00p,Philadelphia 76ers,,Washington Wizards,,,home
2021-12-26,7:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,home
2021-12-26,7:00p,Detroit Pistons,,San Antonio Spurs,,,home
2021-12-26,8:00p,Indiana Pacers,,Chicago Bulls,,,home
2021-12-26,9:00p,Denver Nuggets,,Los Angeles Clippers,,,home
2021-12-27,7:00p,Houston Rockets,,Charlotte Hornets,,,home
2021-12-27,7:30p,Chicago Bulls,,Atlanta Hawks,,,home
2021-12-27,8:00p,Boston Celtics,,Minnesota Timberwolves,,,home
2021-12-27,8:30p,Utah Jazz,,San Antonio Spurs,,,home
2021-12-27,9:00p,Memphis Grizzlies,,Phoenix Suns,,,home
2021-12-27,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,home
2021-12-27,10:30p,Brooklyn Nets,,Los Angeles Clippers,,,home
2021-12-28,7:00p,Milwaukee Bucks,,Orlando Magic,,,home
2021-12-28,7:30p,Washington Wizards,,Miami Heat,,,home
2021-12-28,7:30p,Philadelphia 76ers,,Toronto Raptors,,,home
2021-12-28,8:00p,Los Angeles Lakers,,Houston Rockets,,,home
2021-12-28,8:00p,New York Knicks,,Minnesota Timberwolves,,,home
2021-12-28,8:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,home
2021-12-28,10:00p,Denver Nuggets,,Golden State Warriors,,,home
2021-12-28,10:00p,Oklahoma City Thunder,,Sacramento Kings,,,home
2021-12-29,7:00p,New York Knicks,,Detroit Pistons,,,home
2021-12-29,7:00p,Charlotte Hornets,,Indiana Pacers,,,home
2021-12-29,7:30p,Los Angeles Clippers,,Boston Celtics,,,home
2021-12-29,8:00p,Atlanta Hawks,,Chicago Bulls,,,home
2021-12-29,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,home
2021-12-29,8:30p,Miami Heat,,San Antonio Spurs,,,home
2021-12-29,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,home
2021-12-29,10:00p,Utah Jazz,,Portland Trail Blazers,,,home
2021-12-29,10:30p,Dallas Mavericks,,Sacramento Kings,,,home
2021-12-30,7:00p,Philadelphia 76ers,,Brooklyn Nets,,,home
2021-12-30,7:00p,Milwaukee Bucks,,Orlando Magic,,,home
2021-12-30,7:00p,Cleveland Cavaliers,,Washington Wizards,,,home
2021-12-30,9:30p,Golden State Warriors,,Denver Nuggets,,,home
2021-12-31,1:00p,Phoenix Suns,,Boston Celtics,,,home
2021-12-31,3:00p,Chicago Bulls,,Indiana Pacers,,,home
2021-12-31,6:00p,Dallas Mavericks,,Sacramento Kings,,,home
2021-12-31,7:00p,Miami Heat,,Houston Rockets,,,home
2021-12-31,7:30p,Atlanta Hawks,,Cleveland Cavaliers,,,home
2021-12-31,7:30p,Los Angeles Clippers,,Toronto Raptors,,,home
2021-12-31,8:00p,San Antonio Spurs,,Memphis Grizzlies,,,home
2021-12-31,8:00p,New York Knicks,,Oklahoma City Thunder,,,home
2021-12-31,9:00p,Minnesota Timberwolves,,Utah Jazz,,,home
2021-12-31,10:30p,Portland Trail Blazers,,Los Angeles Lakers,,,home
