Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,39,13,.750,8.19,112.60,104.24,8.36,8.05,112.37,104.16,8.21
Phoenix Suns,41,9,.820,7.94,114.38,106.46,7.92,7.82,114.34,106.54,7.80
Utah Jazz,30,21,.588,5.73,116.80,110.97,5.83,5.43,116.59,111.06,5.53
Cleveland Cavaliers,31,20,.608,4.61,111.90,107.19,4.72,4.70,111.78,106.97,4.81
Memphis Grizzlies,35,18,.660,3.64,113.05,109.43,3.62,3.93,113.30,109.39,3.91
Boston Celtics,27,25,.519,3.42,111.28,107.65,3.63,3.38,111.11,107.54,3.57
Miami Heat,32,20,.615,3.71,113.74,109.89,3.85,3.31,113.53,110.08,3.45
Dallas Mavericks,29,22,.569,2.67,111.05,108.13,2.91,2.58,110.94,108.15,2.80
Milwaukee Bucks,32,21,.604,3.13,113.05,109.97,3.08,2.38,112.75,110.41,2.35
Denver Nuggets,28,22,.560,1.80,112.82,110.91,1.90,1.80,112.68,110.80,1.89
Philadelphia 76ers,31,19,.620,2.36,112.34,109.87,2.47,1.70,111.63,109.84,1.79
Minnesota Timberwolves,26,25,.510,1.25,112.34,111.06,1.28,1.73,112.66,110.91,1.75
Toronto Raptors,26,23,.531,1.00,112.35,111.29,1.05,1.46,112.60,111.08,1.52
Brooklyn Nets,29,21,.580,1.58,113.47,111.87,1.60,1.27,113.73,112.44,1.29
Chicago Bulls,32,18,.640,2.00,113.89,111.97,1.92,1.23,113.75,112.59,1.16
Atlanta Hawks,24,26,.480,0.28,115.10,114.84,0.26,0.34,115.15,114.82,0.33
San Antonio Spurs,19,33,.365,-0.17,111.71,111.99,-0.29,0.04,112.24,112.31,-0.07
Charlotte Hornets,28,23,.549,-0.14,113.47,113.55,-0.09,-0.31,113.42,113.69,-0.27
Los Angeles Clippers,26,27,.491,-0.68,108.10,108.95,-0.85,-0.57,107.96,108.71,-0.75
New York Knicks,24,27,.471,-0.55,109.86,110.50,-0.64,-0.85,109.64,110.56,-0.92
Indiana Pacers,19,33,.365,-1.87,111.83,113.67,-1.84,-1.32,112.04,113.32,-1.28
Los Angeles Lakers,24,27,.471,-1.61,109.62,111.23,-1.60,-2.17,109.17,111.35,-2.18
Washington Wizards,23,27,.460,-2.70,110.29,113.16,-2.87,-2.46,110.29,112.91,-2.62
Portland Trail Blazers,21,30,.412,-3.98,111.49,115.67,-4.18,-3.22,112.01,115.42,-3.41
New Orleans Pelicans,19,32,.373,-4.10,109.30,113.51,-4.21,-3.62,109.90,113.62,-3.72
Sacramento Kings,18,34,.346,-5.46,109.90,115.51,-5.61,-5.31,110.18,115.63,-5.44
Oklahoma City Thunder,15,34,.306,-6.76,103.35,110.22,-6.88,-6.58,103.28,109.97,-6.69
Orlando Magic,11,41,.212,-7.90,104.84,112.87,-8.03,-7.80,104.57,112.49,-7.92
Houston Rockets,14,36,.280,-8.66,107.97,116.63,-8.65,-8.42,108.40,116.81,-8.40
Detroit Pistons,12,38,.240,-9.30,104.18,113.40,-9.22,-9.08,104.05,113.06,-9.01
