Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,30,10,.750,8.45,111.71,103.18,8.53,8.55,111.68,103.07,8.61
Utah Jazz,28,13,.683,8.20,118.21,109.81,8.39,7.41,117.57,109.97,7.59
Phoenix Suns,31,9,.775,7.03,112.63,105.71,6.92,6.71,112.59,105.99,6.59
Cleveland Cavaliers,23,18,.561,4.71,111.68,106.90,4.78,5.31,111.57,106.18,5.39
Memphis Grizzlies,29,14,.674,4.30,113.50,109.24,4.26,4.39,113.77,109.43,4.34
Miami Heat,25,15,.625,4.25,113.72,109.33,4.39,3.82,113.87,109.91,3.96
Chicago Bulls,27,11,.711,4.47,113.84,109.48,4.36,3.46,113.43,110.06,3.37
Dallas Mavericks,22,18,.550,2.45,110.97,108.24,2.73,2.42,110.79,108.12,2.67
Milwaukee Bucks,26,17,.605,3.77,113.02,109.22,3.80,2.35,112.42,110.01,2.41
Toronto Raptors,20,18,.526,1.37,112.73,111.23,1.50,2.18,113.42,111.10,2.31
Boston Celtics,20,21,.488,1.56,109.98,108.31,1.67,1.90,110.23,108.23,2.00
Brooklyn Nets,25,14,.641,2.33,111.91,109.53,2.38,1.64,111.93,110.24,1.69
Philadelphia 76ers,23,16,.590,1.90,112.00,110.02,1.98,1.37,111.18,109.73,1.46
Minnesota Timberwolves,20,21,.488,0.80,110.59,109.74,0.85,0.65,110.60,109.92,0.68
Indiana Pacers,15,26,.366,-0.02,111.43,111.40,0.03,0.51,111.07,110.48,0.59
Denver Nuggets,20,19,.513,-0.08,109.88,109.94,-0.06,0.33,109.84,109.51,0.33
Los Angeles Clippers,21,21,.500,-0.57,106.88,107.62,-0.74,-0.24,106.93,107.35,-0.42
Charlotte Hornets,22,19,.537,-0.71,113.80,114.47,-0.67,-0.46,113.87,114.30,-0.43
San Antonio Spurs,15,25,.375,-0.40,110.30,110.82,-0.51,-0.53,110.63,111.27,-0.64
Atlanta Hawks,17,22,.436,-0.64,114.47,115.09,-0.63,-0.77,114.58,115.34,-0.77
Los Angeles Lakers,21,20,.512,-0.51,109.64,110.06,-0.42,-1.27,109.40,110.60,-1.21
New York Knicks,20,21,.488,-0.83,109.87,110.80,-0.93,-1.39,109.73,111.21,-1.48
Washington Wizards,21,20,.512,-2.10,110.51,112.75,-2.24,-1.83,110.32,112.27,-1.94
Portland Trail Blazers,16,24,.400,-3.73,112.13,116.02,-3.89,-2.34,113.00,115.49,-2.50
Sacramento Kings,16,27,.372,-4.63,109.68,114.41,-4.73,-3.79,110.17,114.06,-3.89
New Orleans Pelicans,15,26,.366,-4.80,109.25,114.16,-4.91,-4.25,109.87,114.22,-4.35
Oklahoma City Thunder,13,27,.325,-7.65,102.62,110.46,-7.84,-7.71,102.54,110.44,-7.90
Houston Rockets,11,31,.262,-8.93,107.39,116.33,-8.94,-8.97,107.81,116.79,-8.98
Orlando Magic,7,34,.171,-9.24,103.88,113.25,-9.37,-8.92,103.61,112.64,-9.03
Detroit Pistons,9,31,.225,-10.08,102.44,112.45,-10.01,-9.86,102.23,112.04,-9.81
