Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,20,9,.690,10.45,118.93,108.18,10.75,9.38,118.24,108.59,9.64
Golden State Warriors,24,6,.800,10.33,112.95,102.58,10.37,9.44,112.50,103.06,9.44
Cleveland Cavaliers,19,12,.613,5.87,111.09,104.96,6.13,6.55,111.20,104.39,6.82
Phoenix Suns,23,5,.821,6.50,111.40,104.87,6.53,6.37,111.31,104.90,6.40
Miami Heat,18,12,.600,3.37,112.40,108.99,3.41,3.62,112.86,109.18,3.68
Memphis Grizzlies,19,11,.633,2.63,112.76,110.16,2.60,2.72,112.69,110.00,2.70
Brooklyn Nets,21,9,.700,3.40,111.09,107.57,3.52,2.19,110.90,108.60,2.30
Chicago Bulls,17,10,.630,2.56,110.87,108.46,2.41,2.28,110.68,108.52,2.15
Milwaukee Bucks,19,13,.594,2.75,111.60,108.79,2.81,2.01,111.25,109.16,2.09
Toronto Raptors,14,15,.483,1.17,111.74,110.49,1.25,1.63,112.21,110.49,1.72
Indiana Pacers,13,18,.419,1.52,111.41,109.77,1.64,1.57,110.76,109.06,1.70
Boston Celtics,15,15,.500,1.17,110.20,108.98,1.22,1.50,110.41,108.85,1.56
Atlanta Hawks,14,15,.483,1.52,114.83,113.25,1.58,1.40,114.78,113.31,1.48
Denver Nuggets,15,14,.517,0.28,111.18,110.87,0.31,1.03,111.22,110.13,1.09
Los Angeles Clippers,16,14,.533,1.10,107.77,106.98,0.79,0.82,107.61,107.12,0.49
Minnesota Timberwolves,14,15,.483,0.00,109.21,109.03,0.17,0.26,109.28,108.88,0.41
Dallas Mavericks,14,14,.500,-0.18,109.55,109.48,0.07,-0.16,109.54,109.48,0.05
San Antonio Spurs,11,17,.393,-0.61,110.22,110.84,-0.62,-0.67,110.36,111.04,-0.67
Philadelphia 76ers,15,15,.500,-1.07,110.24,111.27,-1.03,-0.73,109.71,110.41,-0.70
Charlotte Hornets,16,15,.516,-1.03,114.84,115.91,-1.07,-0.72,115.10,115.85,-0.75
Portland Trail Blazers,12,18,.400,-2.80,111.27,114.16,-2.89,-1.34,112.29,113.75,-1.45
New York Knicks,13,17,.433,-1.53,110.75,112.35,-1.61,-1.59,110.94,112.59,-1.64
Washington Wizards,16,15,.516,-2.55,108.65,111.39,-2.75,-1.80,108.50,110.45,-1.94
Los Angeles Lakers,16,14,.533,-0.70,107.51,108.12,-0.62,-2.04,107.29,109.29,-1.99
Sacramento Kings,12,18,.400,-3.43,110.30,113.78,-3.47,-2.82,110.49,113.35,-2.87
New Orleans Pelicans,10,21,.323,-5.58,107.72,113.52,-5.80,-5.40,108.09,113.71,-5.62
Houston Rockets,10,20,.333,-6.43,106.40,112.85,-6.45,-7.27,106.48,113.79,-7.31
Orlando Magic,6,25,.194,-9.94,103.36,113.42,-10.05,-9.24,103.18,112.52,-9.34
Oklahoma City Thunder,9,19,.321,-9.00,101.91,111.22,-9.30,-9.27,101.90,111.48,-9.58
Detroit Pistons,4,24,.143,-9.71,102.46,112.32,-9.86,-9.78,102.85,112.77,-9.93
