Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,18,3,.857,12.62,113.97,101.22,12.75,11.65,113.42,101.70,11.72
Utah Jazz,14,7,.667,9.67,116.84,106.86,9.98,8.20,115.39,106.94,8.46
Phoenix Suns,18,3,.857,7.62,112.25,104.62,7.63,7.13,111.45,104.29,7.16
Chicago Bulls,14,8,.636,4.45,111.54,107.14,4.40,3.93,111.33,107.44,3.88
Miami Heat,13,9,.591,4.09,112.08,108.04,4.04,3.92,112.45,108.57,3.87
Brooklyn Nets,15,6,.714,4.00,111.48,107.27,4.20,3.60,111.96,108.14,3.81
Cleveland Cavaliers,12,10,.545,2.14,108.40,106.08,2.32,3.00,108.58,105.40,3.19
Atlanta Hawks,12,10,.545,2.64,114.25,111.59,2.66,3.08,114.76,111.61,3.15
Milwaukee Bucks,14,8,.636,3.59,111.30,107.65,3.66,2.33,111.25,108.82,2.44
Indiana Pacers,9,15,.375,1.04,109.32,108.18,1.14,1.25,108.28,106.91,1.37
Portland Trail Blazers,11,11,.500,0.32,113.94,113.71,0.23,1.19,114.85,113.80,1.05
Philadelphia 76ers,11,11,.500,0.95,111.19,110.12,1.08,0.88,110.99,109.99,1.00
Boston Celtics,12,10,.545,1.64,107.67,105.99,1.68,0.87,107.29,106.33,0.96
Denver Nuggets,10,11,.476,-0.48,109.23,109.66,-0.43,0.44,108.91,108.42,0.49
Los Angeles Clippers,11,11,.500,1.05,106.59,106.02,0.57,0.94,105.64,105.22,0.42
Minnesota Timberwolves,11,11,.500,1.14,108.97,107.60,1.36,0.24,108.71,108.36,0.36
Charlotte Hornets,13,11,.542,-0.50,112.50,112.88,-0.38,0.17,113.39,113.09,0.29
Washington Wizards,14,8,.636,0.45,108.99,108.62,0.37,0.02,108.12,108.17,-0.05
New York Knicks,11,10,.524,0.05,109.94,109.87,0.07,-0.46,110.01,110.40,-0.39
Dallas Mavericks,11,9,.550,-0.70,110.21,110.75,-0.54,-0.69,110.71,111.30,-0.59
Toronto Raptors,9,13,.409,-1.09,110.76,111.89,-1.13,-0.62,111.25,111.89,-0.63
San Antonio Spurs,6,13,.316,-1.84,107.24,109.05,-1.81,-2.73,107.41,110.10,-2.69
Los Angeles Lakers,12,11,.522,-1.61,107.32,108.89,-1.57,-2.74,107.31,110.02,-2.70
Sacramento Kings,9,14,.391,-3.35,109.61,113.09,-3.48,-2.65,109.47,112.26,-2.79
Memphis Grizzlies,11,10,.524,-4.38,110.62,115.26,-4.64,-3.39,110.97,114.64,-3.67
New Orleans Pelicans,6,18,.250,-7.54,106.88,114.68,-7.80,-5.99,107.64,113.90,-6.26
Oklahoma City Thunder,6,15,.286,-7.10,101.33,108.57,-7.24,-6.80,101.94,108.86,-6.92
Houston Rockets,5,16,.238,-7.90,102.00,109.82,-7.82,-8.10,102.59,110.59,-8.01
Detroit Pistons,4,17,.190,-9.57,101.39,111.14,-9.75,-8.60,101.77,110.52,-8.75
Orlando Magic,5,18,.217,-10.17,101.58,111.88,-10.30,-9.27,101.54,110.86,-9.32
