Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,29,7,.806,9.83,113.30,103.41,9.90,9.62,113.12,103.46,9.66
Utah Jazz,27,10,.730,9.89,118.48,108.35,10.13,9.13,117.74,108.39,9.35
Phoenix Suns,28,8,.778,7.50,112.67,105.30,7.37,7.12,112.55,105.57,6.98
Cleveland Cavaliers,21,16,.568,5.32,111.77,106.35,5.42,5.73,111.59,105.75,5.84
Miami Heat,23,15,.605,3.71,112.95,109.13,3.82,3.24,113.20,109.84,3.36
Memphis Grizzlies,24,14,.632,3.16,112.96,109.81,3.14,3.15,112.86,109.73,3.13
Chicago Bulls,25,10,.714,3.71,113.19,109.54,3.65,2.85,112.75,109.94,2.81
Milwaukee Bucks,25,14,.641,4.31,113.39,109.06,4.33,2.71,112.98,110.24,2.74
Brooklyn Nets,23,12,.657,2.83,111.54,108.64,2.90,1.96,111.60,109.57,2.03
Boston Celtics,18,19,.486,1.14,109.97,108.82,1.15,1.57,110.25,108.66,1.58
Dallas Mavericks,19,18,.514,1.16,110.50,109.06,1.44,1.09,110.33,108.99,1.34
Toronto Raptors,16,17,.485,0.21,111.95,111.57,0.38,0.81,112.68,111.70,0.98
San Antonio Spurs,14,21,.400,1.23,111.26,110.17,1.09,0.94,111.56,110.76,0.80
Philadelphia 76ers,20,16,.556,0.69,111.61,110.85,0.76,0.69,111.01,110.24,0.77
Indiana Pacers,14,23,.378,0.22,111.25,110.94,0.30,0.41,110.72,110.19,0.53
Denver Nuggets,18,17,.514,-0.26,109.91,110.17,-0.25,0.28,109.81,109.53,0.28
Minnesota Timberwolves,17,20,.459,-0.54,109.47,109.89,-0.42,0.05,109.72,109.56,0.17
Atlanta Hawks,16,20,.444,-0.06,115.07,115.11,-0.04,-0.03,115.23,115.25,-0.02
Los Angeles Clippers,19,19,.500,-0.18,107.44,107.84,-0.40,-0.19,107.43,107.85,-0.41
Charlotte Hornets,19,19,.500,-1.84,113.52,115.31,-1.78,-1.33,113.62,114.89,-1.28
Washington Wizards,19,18,.514,-2.19,110.17,112.53,-2.36,-1.41,110.15,111.69,-1.54
Los Angeles Lakers,19,19,.500,-0.97,108.61,109.46,-0.85,-1.74,108.56,110.22,-1.66
New York Knicks,17,20,.459,-1.03,109.70,110.77,-1.07,-1.76,109.38,111.18,-1.80
Portland Trail Blazers,14,22,.389,-4.19,111.92,116.26,-4.34,-2.86,112.75,115.76,-3.01
Sacramento Kings,16,22,.421,-4.18,109.85,114.12,-4.27,-3.35,110.49,113.92,-3.43
New Orleans Pelicans,13,24,.351,-5.08,108.76,113.93,-5.17,-4.82,109.22,114.13,-4.90
Oklahoma City Thunder,13,23,.361,-7.22,102.34,109.80,-7.45,-7.23,102.22,109.68,-7.46
Houston Rockets,10,28,.263,-8.32,107.78,116.16,-8.38,-8.51,108.24,116.81,-8.58
Detroit Pistons,7,28,.200,-8.94,102.58,111.53,-8.95,-8.83,102.46,111.30,-8.84
Orlando Magic,7,31,.184,-9.53,104.06,113.71,-9.66,-8.83,103.83,112.77,-8.94
