Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,28,11,.718,9.18,118.25,108.85,9.40,8.52,117.58,108.86,8.72
Golden State Warriors,29,9,.763,8.74,112.11,103.33,8.78,8.53,111.91,103.36,8.56
Phoenix Suns,30,8,.789,7.89,112.93,105.14,7.80,7.33,112.80,105.59,7.21
Cleveland Cavaliers,22,17,.564,5.28,112.09,106.70,5.40,5.74,111.81,105.96,5.85
Memphis Grizzlies,26,14,.650,3.85,113.09,109.26,3.82,3.78,113.12,109.38,3.75
Miami Heat,24,15,.615,3.77,113.38,109.48,3.89,3.14,113.42,110.15,3.27
Chicago Bulls,26,10,.722,3.83,113.56,109.80,3.76,2.94,113.06,110.16,2.89
Milwaukee Bucks,26,15,.634,4.24,113.57,109.29,4.28,2.76,113.12,110.31,2.81
Toronto Raptors,19,17,.528,1.44,112.75,111.16,1.58,2.21,113.39,111.03,2.36
Dallas Mavericks,21,18,.538,2.15,110.69,108.28,2.41,2.07,110.53,108.23,2.29
Brooklyn Nets,24,13,.649,2.57,112.08,109.46,2.62,1.86,112.22,110.30,1.92
Boston Celtics,18,21,.462,0.95,110.13,109.18,0.95,1.43,110.45,109.01,1.44
Philadelphia 76ers,22,16,.579,1.42,111.99,110.49,1.49,1.12,111.29,110.09,1.20
Minnesota Timberwolves,19,20,.487,0.46,109.73,109.19,0.54,0.65,110.05,109.33,0.72
Denver Nuggets,19,18,.514,-0.14,110.34,110.46,-0.13,0.51,110.25,109.74,0.52
Indiana Pacers,14,25,.359,-0.26,111.44,111.65,-0.21,0.04,110.95,110.84,0.12
San Antonio Spurs,15,23,.395,0.03,110.72,110.81,-0.09,-0.10,111.07,111.28,-0.21
Atlanta Hawks,17,21,.447,-0.32,114.82,115.09,-0.27,-0.42,114.85,115.22,-0.37
Los Angeles Clippers,19,20,.487,-0.62,107.03,107.87,-0.84,-0.43,107.14,107.81,-0.67
Charlotte Hornets,20,19,.513,-1.05,114.12,115.13,-1.01,-0.89,114.14,115.00,-0.86
Los Angeles Lakers,21,19,.525,-0.33,109.42,109.65,-0.23,-1.26,109.12,110.32,-1.20
New York Knicks,19,20,.487,-0.64,110.25,110.89,-0.64,-1.30,110.00,111.28,-1.28
Washington Wizards,19,20,.487,-2.36,110.24,112.76,-2.51,-1.68,110.10,111.89,-1.79
Portland Trail Blazers,14,24,.368,-4.47,112.17,116.83,-4.66,-2.95,113.17,116.31,-3.14
Sacramento Kings,16,25,.390,-4.46,109.99,114.54,-4.56,-3.68,110.59,114.36,-3.77
New Orleans Pelicans,14,25,.359,-5.03,108.65,113.77,-5.12,-4.44,109.42,113.95,-4.53
Oklahoma City Thunder,13,25,.342,-7.84,102.02,110.05,-8.03,-7.79,102.07,110.05,-7.98
Houston Rockets,11,29,.275,-8.43,107.62,116.08,-8.47,-8.58,108.05,116.67,-8.62
Orlando Magic,7,32,.179,-9.54,104.11,113.77,-9.66,-8.87,103.85,112.82,-8.97
Detroit Pistons,7,30,.189,-10.05,102.28,112.30,-10.02,-9.91,102.02,111.89,-9.87
