Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,20,4,.833,13.04,114.37,101.26,13.11,11.88,114.05,102.14,11.90
Utah Jazz,16,7,.696,9.17,117.75,108.29,9.47,7.85,116.79,108.69,8.10
Phoenix Suns,20,4,.833,6.38,111.62,105.22,6.40,6.03,111.36,105.29,6.06
Chicago Bulls,17,8,.680,4.72,111.93,107.25,4.69,4.22,111.57,107.36,4.21
Brooklyn Nets,17,7,.708,3.67,111.28,107.43,3.86,3.26,111.58,108.12,3.46
Cleveland Cavaliers,13,12,.520,2.12,109.04,106.73,2.31,3.16,109.22,105.86,3.36
Milwaukee Bucks,16,9,.640,4.20,111.68,107.42,4.26,3.24,111.42,108.08,3.33
Atlanta Hawks,13,12,.520,2.56,115.08,112.48,2.60,2.98,115.24,112.18,3.06
Miami Heat,14,11,.560,2.48,111.53,109.10,2.44,2.50,111.74,109.28,2.46
Boston Celtics,13,12,.520,1.68,110.04,108.31,1.73,1.16,109.60,108.35,1.25
Indiana Pacers,10,16,.385,0.85,110.28,109.36,0.92,1.16,109.47,108.22,1.25
Philadelphia 76ers,13,11,.542,1.08,111.44,110.25,1.20,0.89,110.76,109.76,1.00
Denver Nuggets,11,12,.478,-0.35,109.60,109.84,-0.25,0.55,109.56,108.88,0.68
Memphis Grizzlies,14,10,.583,0.13,112.11,112.04,0.07,0.50,112.30,111.87,0.43
Los Angeles Clippers,13,12,.520,1.36,106.88,105.92,0.96,0.88,105.96,105.54,0.42
Charlotte Hornets,14,12,.538,-0.46,113.52,113.87,-0.34,0.29,114.13,113.71,0.42
Toronto Raptors,11,13,.458,-0.33,110.80,111.09,-0.29,0.28,111.16,110.82,0.34
Minnesota Timberwolves,11,13,.458,0.38,109.12,108.57,0.55,0.16,109.13,108.86,0.27
New York Knicks,12,12,.500,-0.21,111.16,111.39,-0.23,-0.39,111.40,111.77,-0.36
San Antonio Spurs,8,15,.348,-0.65,108.15,108.80,-0.65,-0.89,108.50,109.40,-0.90
Washington Wizards,14,11,.560,-0.92,109.01,110.12,-1.10,-1.02,108.53,109.70,-1.17
Dallas Mavericks,11,12,.478,-1.74,108.66,110.30,-1.64,-1.69,108.94,110.58,-1.64
Portland Trail Blazers,11,14,.440,-2.56,112.00,114.68,-2.67,-1.59,113.18,114.91,-1.74
Los Angeles Lakers,13,12,.520,-1.04,108.42,109.42,-1.01,-2.02,108.53,110.56,-2.02
Sacramento Kings,10,14,.417,-3.00,109.27,112.40,-3.13,-2.47,109.21,111.84,-2.63
New Orleans Pelicans,7,19,.269,-6.73,107.52,114.52,-7.00,-5.89,108.09,114.26,-6.18
Houston Rockets,7,16,.304,-6.70,104.02,110.59,-6.56,-7.96,103.85,111.71,-7.86
Detroit Pistons,4,19,.174,-9.70,101.84,111.72,-9.89,-8.94,102.53,111.65,-9.12
Oklahoma City Thunder,7,16,.304,-9.17,101.17,110.62,-9.45,-9.18,101.35,110.81,-9.45
Orlando Magic,5,20,.200,-10.68,101.78,112.54,-10.76,-9.55,101.95,111.50,-9.56
