Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,45,10,.818,7.91,114.75,106.84,7.91,7.82,114.64,106.82,7.82
Golden State Warriors,41,15,.732,7.54,112.68,105.01,7.67,7.29,112.42,105.00,7.43
Utah Jazz,35,21,.625,6.59,117.04,110.29,6.75,6.37,116.93,110.41,6.53
Memphis Grizzlies,39,18,.684,4.84,114.10,109.31,4.79,4.75,114.30,109.59,4.71
Cleveland Cavaliers,35,21,.625,4.61,111.78,107.04,4.73,4.50,111.43,106.81,4.62
Boston Celtics,32,25,.561,4.68,111.53,106.63,4.90,4.35,111.25,106.70,4.55
Miami Heat,36,20,.643,4.71,113.97,109.07,4.89,4.26,113.62,109.19,4.43
Dallas Mavericks,33,23,.589,3.30,111.59,108.00,3.59,3.01,111.47,108.20,3.27
Milwaukee Bucks,35,22,.614,3.68,114.07,110.44,3.63,3.02,113.92,110.95,2.97
Toronto Raptors,31,23,.574,2.22,113.52,111.24,2.28,2.42,113.57,111.10,2.48
Denver Nuggets,30,25,.545,1.98,113.27,111.19,2.07,2.10,113.16,110.98,2.18
Philadelphia 76ers,33,22,.600,2.27,112.35,109.99,2.36,1.73,111.85,110.04,1.81
Minnesota Timberwolves,29,27,.518,1.48,113.18,111.67,1.51,1.42,113.21,111.77,1.44
Chicago Bulls,35,21,.625,1.96,114.83,112.94,1.89,1.38,114.75,113.42,1.32
Atlanta Hawks,26,29,.473,0.16,115.43,115.29,0.15,0.47,115.63,115.17,0.46
San Antonio Spurs,21,35,.375,0.02,111.86,111.98,-0.12,0.21,112.25,112.16,0.09
Brooklyn Nets,29,26,.527,-0.20,112.91,113.15,-0.24,-0.40,113.10,113.54,-0.44
Charlotte Hornets,29,28,.509,-0.65,112.86,113.51,-0.65,-0.71,112.92,113.63,-0.71
New York Knicks,25,31,.446,-1.27,109.89,111.23,-1.34,-1.14,109.86,111.07,-1.20
Los Angeles Clippers,27,30,.474,-1.61,108.35,110.11,-1.76,-1.35,108.38,109.88,-1.50
Indiana Pacers,19,38,.333,-2.56,111.64,114.20,-2.56,-1.96,111.88,113.84,-1.96
Los Angeles Lakers,26,30,.464,-1.57,109.73,111.30,-1.57,-2.21,109.20,111.43,-2.24
Washington Wizards,25,29,.463,-3.09,110.14,113.42,-3.28,-2.49,110.37,113.03,-2.65
New Orleans Pelicans,22,33,.400,-3.45,109.74,113.29,-3.56,-3.23,110.07,113.39,-3.31
Portland Trail Blazers,22,34,.393,-4.57,110.73,115.51,-4.78,-4.08,111.22,115.50,-4.28
Sacramento Kings,21,36,.368,-4.95,110.56,115.63,-5.07,-4.72,110.96,115.79,-4.83
Oklahoma City Thunder,17,38,.309,-6.84,103.32,110.29,-6.97,-6.57,103.30,110.00,-6.69
Orlando Magic,13,44,.228,-8.07,104.85,113.03,-8.17,-7.82,104.59,112.51,-7.92
Houston Rockets,15,40,.273,-8.95,108.21,117.15,-8.95,-8.68,108.63,117.31,-8.68
Detroit Pistons,12,44,.214,-10.27,104.17,114.36,-10.20,-9.79,104.18,113.90,-9.72
