Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,31,11,.738,8.60,112.03,103.30,8.73,8.78,112.03,103.14,8.89
Utah Jazz,28,14,.667,7.52,117.74,110.07,7.68,6.93,117.26,110.19,7.07
Phoenix Suns,32,9,.780,7.29,112.70,105.49,7.21,7.02,112.65,105.72,6.94
Cleveland Cavaliers,26,18,.591,5.07,112.06,106.87,5.19,5.56,111.94,106.25,5.68
Miami Heat,27,16,.628,4.40,113.97,109.44,4.53,3.97,113.90,109.80,4.11
Memphis Grizzlies,30,15,.667,3.69,112.88,109.24,3.64,3.81,113.21,109.44,3.77
Milwaukee Bucks,27,18,.600,3.87,112.76,108.89,3.87,2.87,112.41,109.52,2.89
Dallas Mavericks,24,19,.558,2.74,110.75,107.74,3.01,2.60,110.51,107.68,2.83
Boston Celtics,22,22,.500,1.66,110.66,108.86,1.80,2.04,110.96,108.79,2.17
Denver Nuggets,22,19,.537,1.61,111.45,109.75,1.70,1.78,111.29,109.44,1.85
Toronto Raptors,21,19,.525,1.08,112.31,111.15,1.16,1.71,112.98,111.18,1.80
Brooklyn Nets,27,15,.643,2.64,112.99,110.31,2.69,1.73,112.94,111.18,1.76
Philadelphia 76ers,25,17,.595,2.05,111.91,109.78,2.13,1.66,111.06,109.31,1.75
Chicago Bulls,27,14,.659,2.44,113.73,111.44,2.29,1.86,113.61,111.87,1.74
Minnesota Timberwolves,20,22,.476,0.60,110.46,109.82,0.64,0.52,110.52,109.97,0.55
Indiana Pacers,15,28,.349,-0.88,111.06,111.94,-0.89,-0.17,110.88,111.03,-0.15
Charlotte Hornets,23,20,.535,-0.58,113.53,114.05,-0.52,-0.53,113.60,114.08,-0.48
San Antonio Spurs,16,27,.372,-0.42,110.37,110.87,-0.51,-0.56,110.78,111.42,-0.64
New York Knicks,22,21,.512,-0.05,110.49,110.57,-0.08,-0.62,110.21,110.85,-0.64
Los Angeles Clippers,21,23,.477,-1.25,106.41,107.85,-1.44,-1.02,106.33,107.55,-1.22
Atlanta Hawks,17,25,.405,-1.52,114.33,115.89,-1.55,-1.42,114.48,115.93,-1.45
Washington Wizards,22,21,.512,-1.98,110.62,112.72,-2.10,-1.98,110.28,112.36,-2.09
Los Angeles Lakers,21,22,.488,-1.56,109.66,111.20,-1.54,-2.33,109.36,111.70,-2.34
Portland Trail Blazers,17,25,.405,-4.19,112.01,116.37,-4.35,-2.96,112.84,115.96,-3.12
Sacramento Kings,18,27,.400,-3.96,110.20,114.27,-4.07,-3.53,110.55,114.19,-3.64
New Orleans Pelicans,16,27,.372,-4.37,109.47,113.95,-4.47,-3.79,110.20,114.09,-3.89
Oklahoma City Thunder,14,28,.333,-6.90,103.66,110.73,-7.07,-6.77,103.74,110.67,-6.93
Houston Rockets,12,32,.273,-8.70,107.65,116.35,-8.70,-8.77,107.95,116.71,-8.76
Orlando Magic,8,36,.182,-8.95,104.12,113.24,-9.13,-8.62,103.82,112.59,-8.77
Detroit Pistons,10,31,.244,-9.44,102.80,112.12,-9.33,-9.29,102.49,111.68,-9.19
