Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,27,7,.794,10.00,113.03,102.96,10.07,9.41,112.74,103.30,9.44
Utah Jazz,24,9,.727,10.15,118.22,107.84,10.38,9.22,117.41,107.99,9.42
Cleveland Cavaliers,20,14,.588,6.26,111.58,105.18,6.40,6.72,111.57,104.71,6.87
Phoenix Suns,26,7,.788,7.06,112.09,105.12,6.98,6.91,112.03,105.23,6.80
Miami Heat,22,13,.629,4.00,112.82,108.71,4.11,3.46,113.05,109.47,3.58
Chicago Bulls,21,10,.677,3.52,112.97,109.52,3.44,2.97,112.72,109.78,2.94
Milwaukee Bucks,23,13,.639,3.78,112.58,108.73,3.86,2.78,112.26,109.37,2.88
Brooklyn Nets,23,9,.719,3.91,111.71,107.70,4.01,2.76,111.61,108.74,2.87
Memphis Grizzlies,21,14,.600,2.51,112.60,110.13,2.47,2.41,112.52,110.17,2.35
Boston Celtics,16,18,.471,0.91,110.05,109.09,0.95,1.46,110.31,108.79,1.52
San Antonio Spurs,14,19,.424,1.73,111.66,110.08,1.58,1.49,111.89,110.55,1.34
Indiana Pacers,14,20,.412,0.65,111.56,110.82,0.74,0.66,110.95,110.16,0.79
Dallas Mavericks,16,17,.485,0.15,110.49,110.12,0.37,0.56,110.52,109.77,0.75
Denver Nuggets,17,16,.515,-0.24,109.80,110.00,-0.20,0.64,109.90,109.24,0.66
Atlanta Hawks,15,18,.455,0.42,114.02,113.59,0.43,0.32,114.10,113.77,0.34
Toronto Raptors,14,17,.452,-0.52,111.33,111.69,-0.36,0.16,111.92,111.59,0.33
Philadelphia 76ers,18,16,.529,-0.09,111.02,111.04,-0.01,0.18,110.60,110.33,0.27
Minnesota Timberwolves,16,18,.471,-0.62,109.23,109.72,-0.49,-0.14,109.40,109.42,-0.02
Los Angeles Clippers,17,17,.500,0.18,107.18,107.27,-0.08,0.05,107.06,107.29,-0.24
Charlotte Hornets,18,17,.514,-1.17,114.03,115.19,-1.16,-0.72,114.15,114.86,-0.71
New York Knicks,16,18,.471,-0.50,110.79,111.31,-0.52,-0.84,110.57,111.41,-0.84
Portland Trail Blazers,13,20,.394,-3.27,111.32,114.72,-3.40,-2.12,112.22,114.49,-2.27
Washington Wizards,17,17,.500,-2.94,109.49,112.65,-3.16,-2.23,109.46,111.87,-2.40
Los Angeles Lakers,17,18,.486,-2.00,107.74,109.62,-1.88,-2.83,107.68,110.43,-2.75
Sacramento Kings,14,21,.400,-4.17,109.80,114.04,-4.23,-3.54,110.30,113.93,-3.63
New Orleans Pelicans,13,22,.371,-4.40,108.82,113.34,-4.52,-4.52,109.15,113.81,-4.65
Oklahoma City Thunder,12,21,.364,-7.52,102.69,110.45,-7.76,-7.85,102.40,110.51,-8.10
Houston Rockets,10,25,.286,-7.80,107.45,115.32,-7.87,-8.22,107.72,116.02,-8.29
Orlando Magic,7,28,.200,-9.57,103.85,113.58,-9.73,-8.81,103.70,112.64,-8.94
Detroit Pistons,5,27,.156,-9.81,102.45,112.26,-9.80,-9.66,102.49,112.14,-9.65
