Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,25,9,.735,10.29,118.41,107.88,10.53,9.36,117.49,107.91,9.58
Golden State Warriors,27,7,.794,10.00,113.03,102.96,10.07,9.41,112.76,103.31,9.45
Phoenix Suns,27,7,.794,7.38,112.32,105.00,7.32,6.97,112.27,105.40,6.87
Cleveland Cavaliers,20,15,.571,5.60,111.21,105.52,5.70,6.02,111.18,105.06,6.13
Miami Heat,22,13,.629,4.00,112.82,108.71,4.11,3.48,113.03,109.43,3.60
Chicago Bulls,22,10,.688,3.84,113.50,109.73,3.77,3.27,113.21,109.97,3.23
Milwaukee Bucks,24,13,.649,4.16,113.17,108.94,4.23,2.87,112.79,109.83,2.96
Brooklyn Nets,23,10,.697,3.55,111.52,107.88,3.64,2.42,111.39,108.86,2.52
Memphis Grizzlies,22,14,.611,2.58,112.50,109.96,2.55,2.43,112.44,110.05,2.38
San Antonio Spurs,14,19,.424,1.73,111.66,110.08,1.58,1.51,111.90,110.53,1.37
Boston Celtics,16,19,.457,0.63,109.53,108.89,0.64,1.17,109.83,108.64,1.19
Denver Nuggets,17,16,.515,-0.24,109.80,110.00,-0.20,0.65,109.86,109.18,0.68
Indiana Pacers,14,21,.400,0.40,111.35,110.85,0.50,0.47,110.67,110.07,0.61
Dallas Mavericks,16,18,.471,0.12,110.39,110.06,0.32,0.44,110.32,109.71,0.61
Philadelphia 76ers,19,16,.543,0.14,111.05,110.83,0.22,0.46,110.69,110.13,0.56
Toronto Raptors,14,17,.452,-0.52,111.29,111.65,-0.36,0.14,111.92,111.60,0.31
Los Angeles Clippers,18,17,.514,0.43,107.03,106.83,0.21,0.32,106.94,106.86,0.07
Atlanta Hawks,15,19,.441,0.00,114.09,114.08,0.01,0.02,114.18,114.14,0.04
Minnesota Timberwolves,16,18,.471,-0.62,109.23,109.72,-0.49,-0.13,109.44,109.44,0.00
Charlotte Hornets,19,17,.528,-0.92,113.97,114.88,-0.91,-0.48,114.06,114.53,-0.47
New York Knicks,17,18,.486,-0.23,110.45,110.68,-0.24,-0.86,110.10,110.95,-0.85
Washington Wizards,18,17,.514,-2.37,109.70,112.25,-2.55,-1.58,109.81,111.52,-1.71
Portland Trail Blazers,13,21,.382,-3.62,111.25,115.01,-3.76,-2.17,112.28,114.60,-2.32
Los Angeles Lakers,17,19,.472,-2.08,107.63,109.61,-1.97,-2.84,107.57,110.34,-2.77
Sacramento Kings,15,21,.417,-4.03,109.76,113.84,-4.08,-3.36,110.30,113.73,-3.43
New Orleans Pelicans,13,22,.371,-4.40,108.82,113.34,-4.52,-4.49,109.15,113.78,-4.62
Oklahoma City Thunder,12,22,.353,-7.82,102.64,110.72,-8.08,-7.91,102.55,110.73,-8.18
Houston Rockets,10,25,.286,-7.80,107.45,115.32,-7.87,-8.25,107.69,116.02,-8.33
Orlando Magic,7,29,.194,-9.81,104.21,114.16,-9.95,-8.99,104.07,113.18,-9.11
Detroit Pistons,5,28,.152,-9.79,102.06,111.85,-9.79,-9.67,102.02,111.70,-9.67
