Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,29,7,.806,9.83,113.30,103.41,9.90,9.64,113.11,103.44,9.68
Utah Jazz,27,10,.730,9.89,118.48,108.35,10.13,9.08,117.71,108.42,9.30
Phoenix Suns,29,8,.784,7.65,113.04,105.51,7.54,7.11,112.81,105.82,6.98
Cleveland Cavaliers,21,17,.553,5.08,111.77,106.61,5.17,5.60,111.64,105.95,5.69
Miami Heat,23,15,.605,3.71,112.95,109.13,3.82,3.22,113.19,109.86,3.33
Memphis Grizzlies,25,14,.641,3.18,113.04,109.87,3.17,3.31,113.06,109.75,3.30
Chicago Bulls,25,10,.714,3.71,113.19,109.54,3.65,2.87,112.76,109.93,2.83
Milwaukee Bucks,25,14,.641,4.31,113.39,109.06,4.33,2.69,112.98,110.26,2.72
Brooklyn Nets,23,12,.657,2.83,111.54,108.64,2.90,2.00,111.63,109.56,2.07
Toronto Raptors,17,17,.500,0.94,112.34,111.26,1.08,1.54,113.05,111.37,1.68
Boston Celtics,18,19,.486,1.14,109.97,108.82,1.15,1.62,110.28,108.64,1.63
Dallas Mavericks,19,18,.514,1.16,110.50,109.06,1.44,1.03,110.27,109.00,1.27
Philadelphia 76ers,20,16,.556,0.69,111.61,110.85,0.76,0.74,111.06,110.24,0.82
Indiana Pacers,14,24,.368,-0.05,111.16,111.16,-0.01,0.15,110.67,110.45,0.23
Denver Nuggets,18,17,.514,-0.26,109.91,110.17,-0.25,0.22,109.80,109.57,0.22
San Antonio Spurs,14,22,.389,0.50,110.98,110.59,0.39,0.25,111.23,111.09,0.14
Minnesota Timberwolves,17,20,.459,-0.54,109.47,109.89,-0.42,0.03,109.69,109.55,0.14
Atlanta Hawks,16,20,.444,-0.06,115.07,115.11,-0.04,-0.04,115.24,115.27,-0.03
Los Angeles Clippers,19,19,.500,-0.18,107.44,107.84,-0.40,-0.22,107.42,107.86,-0.44
Charlotte Hornets,19,19,.500,-1.84,113.53,115.31,-1.78,-1.37,113.60,114.92,-1.32
New York Knicks,18,20,.474,-0.74,109.95,110.69,-0.74,-1.43,109.67,111.10,-1.43
Washington Wizards,19,18,.514,-2.19,110.17,112.53,-2.36,-1.40,110.15,111.68,-1.53
Los Angeles Lakers,20,19,.513,-0.74,109.03,109.65,-0.62,-1.63,108.88,110.42,-1.54
Portland Trail Blazers,14,22,.389,-4.19,111.92,116.26,-4.34,-2.87,112.73,115.75,-3.02
Sacramento Kings,16,23,.410,-4.28,110.03,114.40,-4.37,-3.52,110.65,114.25,-3.60
New Orleans Pelicans,13,25,.342,-5.29,108.87,114.25,-5.38,-4.88,109.45,114.43,-4.98
Oklahoma City Thunder,13,23,.361,-7.22,102.34,109.80,-7.45,-7.22,102.19,109.65,-7.45
Houston Rockets,10,28,.263,-8.32,107.78,116.16,-8.38,-8.49,108.24,116.80,-8.56
Detroit Pistons,7,28,.200,-8.94,102.58,111.53,-8.95,-8.84,102.45,111.30,-8.85
Orlando Magic,7,31,.184,-9.53,104.06,113.71,-9.66,-8.83,103.84,112.78,-8.94
