Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,49,11,.817,7.95,114.66,106.77,7.90,7.48,114.46,107.04,7.42
Golden State Warriors,43,17,.717,7.42,113.04,105.51,7.53,7.10,112.79,105.58,7.21
Utah Jazz,37,22,.627,6.83,117.45,110.44,7.01,6.46,117.27,110.63,6.64
Boston Celtics,35,26,.574,5.69,112.38,106.43,5.95,5.18,111.99,106.56,5.43
Memphis Grizzlies,41,20,.672,4.69,114.44,109.80,4.64,4.55,114.52,110.02,4.50
Miami Heat,39,21,.650,4.65,113.82,109.04,4.79,4.25,113.48,109.10,4.38
Cleveland Cavaliers,35,24,.593,4.02,111.85,107.74,4.10,3.81,111.47,107.57,3.89
Dallas Mavericks,35,25,.583,3.22,112.15,108.65,3.50,3.09,112.10,108.75,3.35
Milwaukee Bucks,36,24,.600,3.35,114.16,110.86,3.30,2.62,113.93,111.35,2.58
Denver Nuggets,34,25,.576,2.36,113.60,111.17,2.42,2.45,113.52,111.02,2.51
Philadelphia 76ers,36,23,.610,2.05,112.59,110.52,2.07,1.80,112.33,110.51,1.82
Chicago Bulls,39,21,.650,2.28,114.95,112.73,2.22,1.52,114.71,113.25,1.46
Toronto Raptors,32,26,.552,1.19,112.84,111.64,1.20,1.39,112.81,111.41,1.40
Minnesota Timberwolves,32,29,.525,0.98,112.96,111.96,1.00,1.12,112.99,111.86,1.13
Atlanta Hawks,28,31,.475,0.41,115.63,115.23,0.40,0.69,115.93,115.23,0.70
San Antonio Spurs,24,36,.400,0.20,112.34,112.27,0.07,0.23,112.63,112.53,0.10
Charlotte Hornets,30,31,.492,-0.36,112.64,112.97,-0.33,-0.28,112.70,112.95,-0.25
Los Angeles Clippers,31,31,.500,-0.77,108.82,109.74,-0.92,-0.40,108.98,109.52,-0.54
Brooklyn Nets,31,29,.517,-0.38,112.67,113.09,-0.42,-0.55,112.85,113.44,-0.59
New York Knicks,25,35,.417,-1.73,109.76,111.56,-1.80,-1.73,109.69,111.48,-1.79
Los Angeles Lakers,27,32,.458,-1.49,109.82,111.31,-1.49,-1.88,109.50,111.40,-1.90
Indiana Pacers,20,41,.328,-2.67,111.99,114.66,-2.66,-2.21,112.27,114.47,-2.20
New Orleans Pelicans,24,36,.400,-2.90,110.71,113.67,-2.96,-2.44,111.13,113.61,-2.49
Washington Wizards,27,32,.458,-2.81,110.79,113.76,-2.97,-2.58,110.83,113.56,-2.73
Portland Trail Blazers,25,35,.417,-4.42,110.91,115.52,-4.61,-3.72,111.54,115.44,-3.90
Sacramento Kings,22,39,.361,-5.21,110.55,115.85,-5.30,-4.94,110.83,115.86,-5.03
Oklahoma City Thunder,19,41,.317,-6.68,103.65,110.45,-6.80,-6.37,103.57,110.05,-6.48
Orlando Magic,14,47,.230,-8.36,105.01,113.43,-8.43,-8.04,104.74,112.84,-8.10
Houston Rockets,15,44,.254,-9.63,108.22,117.85,-9.63,-9.25,108.73,117.98,-9.25
Detroit Pistons,14,45,.237,-9.83,104.50,114.27,-9.77,-9.34,104.62,113.90,-9.28
