Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,36,13,.735,8.24,112.04,103.62,8.42,8.21,111.92,103.54,8.37
Phoenix Suns,39,9,.813,7.96,114.04,106.12,7.92,7.80,114.05,106.28,7.77
Utah Jazz,30,20,.600,6.24,116.99,110.64,6.35,5.90,116.77,110.77,6.00
Cleveland Cavaliers,30,19,.612,4.94,111.97,106.90,5.07,5.34,111.93,106.46,5.46
Miami Heat,32,17,.653,4.71,114.31,109.43,4.88,4.21,114.05,109.68,4.37
Memphis Grizzlies,34,17,.667,3.45,112.95,109.55,3.40,3.77,113.24,109.52,3.72
Boston Celtics,25,25,.500,2.76,110.89,107.96,2.93,2.81,110.76,107.79,2.97
Milwaukee Bucks,31,20,.608,3.69,113.09,109.44,3.66,2.93,112.79,109.87,2.92
Dallas Mavericks,28,21,.571,2.27,110.59,108.08,2.52,2.31,110.51,107.99,2.52
Philadelphia 76ers,29,19,.604,2.35,112.40,109.94,2.47,1.71,111.71,109.89,1.82
Denver Nuggets,27,21,.563,1.44,112.14,110.64,1.50,1.37,111.98,110.57,1.41
Brooklyn Nets,29,19,.604,1.94,113.45,111.48,1.97,1.27,113.48,112.19,1.29
Toronto Raptors,23,23,.500,0.76,112.41,111.59,0.82,1.20,112.77,111.51,1.26
Minnesota Timberwolves,24,25,.490,0.59,111.68,111.06,0.62,0.94,111.99,111.03,0.96
Chicago Bulls,30,18,.625,1.56,113.20,111.74,1.46,1.02,113.21,112.26,0.94
Atlanta Hawks,23,25,.479,0.25,115.10,114.86,0.24,0.40,115.19,114.80,0.39
Charlotte Hornets,28,22,.560,0.36,114.00,113.60,0.40,0.27,113.98,113.67,0.31
San Antonio Spurs,19,31,.380,0.00,111.49,111.60,-0.12,-0.16,111.78,112.06,-0.28
Indiana Pacers,18,32,.360,-1.52,111.71,113.20,-1.49,-0.93,111.81,112.69,-0.88
Los Angeles Clippers,25,26,.490,-1.08,107.86,109.10,-1.24,-0.98,107.78,108.93,-1.15
New York Knicks,23,27,.460,-0.96,109.74,110.79,-1.05,-1.17,109.62,110.87,-1.25
Washington Wizards,23,25,.479,-2.10,110.60,112.83,-2.24,-1.95,110.51,112.58,-2.07
Los Angeles Lakers,24,26,.480,-1.48,109.44,110.92,-1.48,-2.09,109.04,111.14,-2.10
Portland Trail Blazers,21,28,.429,-3.51,111.77,115.44,-3.68,-2.64,112.30,115.08,-2.79
New Orleans Pelicans,18,30,.375,-4.29,109.50,113.89,-4.39,-3.82,110.01,113.92,-3.91
Sacramento Kings,18,32,.360,-5.24,110.20,115.59,-5.39,-5.07,110.45,115.66,-5.21
Oklahoma City Thunder,14,34,.292,-7.25,103.27,110.68,-7.41,-7.02,103.31,110.47,-7.16
Orlando Magic,10,40,.200,-8.04,104.49,112.67,-8.17,-7.93,104.21,112.27,-8.06
Houston Rockets,14,35,.286,-8.55,107.93,116.47,-8.54,-8.48,108.22,116.69,-8.47
Detroit Pistons,11,37,.229,-9.69,103.73,113.36,-9.63,-9.39,103.63,112.96,-9.33
