Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,31,12,.721,7.93,111.63,103.55,8.08,8.15,111.65,103.37,8.28
Utah Jazz,29,14,.674,7.88,117.98,109.93,8.04,7.33,117.55,110.07,7.48
Phoenix Suns,33,9,.786,7.76,113.21,105.54,7.68,7.22,113.13,106.00,7.13
Cleveland Cavaliers,26,18,.591,5.07,112.06,106.87,5.19,5.55,111.93,106.25,5.68
Miami Heat,27,16,.628,4.40,113.97,109.44,4.53,3.96,113.88,109.78,4.09
Memphis Grizzlies,30,15,.667,3.69,112.88,109.24,3.64,3.81,113.21,109.45,3.76
Milwaukee Bucks,27,18,.600,3.87,112.76,108.89,3.87,2.86,112.40,109.52,2.89
Dallas Mavericks,24,19,.558,2.74,110.75,107.74,3.01,2.60,110.52,107.69,2.83
Boston Celtics,22,22,.500,1.66,110.66,108.86,1.80,2.06,110.98,108.78,2.20
Toronto Raptors,21,19,.525,1.08,112.31,111.15,1.16,1.68,112.95,111.18,1.77
Brooklyn Nets,27,15,.643,2.64,112.99,110.31,2.69,1.72,112.92,111.17,1.75
Philadelphia 76ers,25,17,.595,2.05,111.91,109.78,2.13,1.64,111.06,109.33,1.73
Chicago Bulls,27,14,.659,2.44,113.73,111.44,2.29,1.81,113.57,111.88,1.69
Denver Nuggets,22,20,.524,1.02,111.28,110.18,1.10,1.41,111.17,109.70,1.47
Minnesota Timberwolves,21,22,.488,1.05,110.55,109.48,1.08,1.18,110.79,109.60,1.19
Indiana Pacers,15,28,.349,-0.88,111.06,111.94,-0.89,-0.18,110.87,111.03,-0.15
Charlotte Hornets,23,20,.535,-0.58,113.53,114.05,-0.52,-0.55,113.59,114.09,-0.50
San Antonio Spurs,16,27,.372,-0.42,110.37,110.87,-0.51,-0.57,110.75,111.40,-0.65
New York Knicks,22,21,.512,-0.05,110.49,110.57,-0.08,-0.63,110.20,110.85,-0.65
Los Angeles Clippers,21,23,.477,-1.25,106.41,107.85,-1.44,-1.01,106.33,107.54,-1.21
Atlanta Hawks,17,25,.405,-1.52,114.33,115.89,-1.55,-1.42,114.48,115.93,-1.45
Washington Wizards,22,21,.512,-1.98,110.62,112.72,-2.10,-1.96,110.29,112.36,-2.07
Los Angeles Lakers,21,22,.488,-1.56,109.66,111.20,-1.54,-2.32,109.37,111.70,-2.33
Portland Trail Blazers,17,25,.405,-4.19,112.01,116.37,-4.35,-2.98,112.81,115.96,-3.15
New Orleans Pelicans,16,27,.372,-4.37,109.47,113.95,-4.47,-3.74,110.22,114.07,-3.85
Sacramento Kings,18,28,.391,-4.00,110.15,114.25,-4.11,-3.75,110.36,114.22,-3.86
Oklahoma City Thunder,14,28,.333,-6.90,103.66,110.73,-7.07,-6.75,103.75,110.66,-6.91
Houston Rockets,13,32,.289,-8.38,107.77,116.15,-8.38,-8.52,107.97,116.50,-8.53
Orlando Magic,8,36,.182,-8.95,104.12,113.24,-9.13,-8.63,103.82,112.60,-8.79
Detroit Pistons,10,32,.238,-9.86,102.91,112.65,-9.74,-9.55,102.73,112.17,-9.44
