Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,22,9,.710,10.48,118.76,108.01,10.74,9.50,117.92,108.19,9.73
Golden State Warriors,26,6,.813,10.44,113.14,102.65,10.49,9.64,112.72,103.06,9.66
Phoenix Suns,26,5,.839,7.84,111.74,103.96,7.78,7.26,111.39,104.20,7.19
Cleveland Cavaliers,19,13,.594,5.38,110.80,105.17,5.62,6.09,111.01,104.66,6.35
Miami Heat,20,13,.606,3.73,112.59,108.80,3.79,3.43,112.94,109.43,3.51
Milwaukee Bucks,21,13,.618,3.38,111.92,108.46,3.45,2.51,111.44,108.83,2.61
Brooklyn Nets,21,9,.700,3.40,111.09,107.57,3.52,2.37,110.97,108.48,2.49
Chicago Bulls,19,10,.655,3.07,112.11,109.14,2.97,2.41,111.83,109.51,2.32
Boston Celtics,16,16,.500,1.25,110.10,108.81,1.30,1.79,110.44,108.59,1.85
Toronto Raptors,14,15,.483,1.17,111.74,110.49,1.25,1.69,112.19,110.42,1.77
Memphis Grizzlies,19,14,.576,1.88,112.02,110.19,1.83,1.82,111.98,110.21,1.76
Atlanta Hawks,15,16,.484,1.29,114.42,113.08,1.35,0.98,114.42,113.37,1.05
Indiana Pacers,14,19,.424,0.91,111.66,110.64,1.02,0.91,111.00,109.96,1.03
San Antonio Spurs,13,18,.419,0.90,111.47,110.62,0.86,0.66,111.71,111.10,0.62
Los Angeles Clippers,17,15,.531,0.78,107.36,106.85,0.51,0.52,107.11,106.89,0.22
Dallas Mavericks,15,16,.484,-0.19,109.77,109.74,0.03,-0.04,109.86,109.69,0.16
Denver Nuggets,15,16,.484,-0.45,110.42,110.84,-0.42,0.04,110.14,110.06,0.07
Minnesota Timberwolves,15,17,.469,-0.56,109.70,110.10,-0.41,-0.13,109.88,109.86,0.02
Philadelphia 76ers,16,16,.500,-0.91,110.22,111.10,-0.88,-0.48,109.79,110.24,-0.45
Charlotte Hornets,17,17,.500,-1.91,113.79,115.68,-1.89,-1.19,114.12,115.28,-1.16
New York Knicks,14,18,.438,-1.22,111.08,112.38,-1.30,-1.54,111.09,112.69,-1.61
Washington Wizards,17,15,.531,-2.25,109.40,111.83,-2.43,-1.53,109.32,110.98,-1.66
Portland Trail Blazers,13,19,.406,-2.91,111.12,114.15,-3.03,-1.71,112.06,113.93,-1.87
Los Angeles Lakers,16,17,.485,-2.18,106.95,109.01,-2.06,-2.93,106.96,109.81,-2.85
Sacramento Kings,13,20,.394,-3.85,109.94,113.85,-3.91,-2.93,110.54,113.54,-3.00
New Orleans Pelicans,12,21,.364,-4.64,108.53,113.31,-4.78,-4.71,108.67,113.53,-4.86
Houston Rockets,10,23,.303,-7.27,107.29,114.64,-7.35,-7.69,107.67,115.46,-7.79
Oklahoma City Thunder,11,20,.355,-7.97,102.18,110.41,-8.23,-7.94,102.25,110.46,-8.21
Orlando Magic,7,26,.212,-9.33,103.90,113.34,-9.45,-8.77,103.56,112.42,-8.86
Detroit Pistons,5,26,.161,-9.00,102.61,111.72,-9.11,-8.87,102.81,111.79,-8.98
