Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,30,10,.750,8.45,111.71,103.18,8.53,8.56,111.71,103.09,8.63
Utah Jazz,28,14,.667,7.52,117.74,110.07,7.68,6.86,117.23,110.23,7.00
Phoenix Suns,31,9,.775,7.03,112.63,105.71,6.92,6.75,112.63,105.98,6.64
Cleveland Cavaliers,24,18,.571,5.07,111.89,106.71,5.19,5.87,111.82,105.82,6.00
Miami Heat,26,15,.634,4.73,113.81,108.93,4.88,4.25,113.78,109.39,4.39
Memphis Grizzlies,29,14,.674,4.30,113.50,109.24,4.26,4.38,113.79,109.45,4.33
Chicago Bulls,27,12,.692,3.69,113.82,110.24,3.57,2.79,113.46,110.77,2.69
Milwaukee Bucks,26,17,.605,3.77,113.02,109.22,3.80,2.46,112.49,109.97,2.52
Boston Celtics,21,21,.500,1.98,110.47,108.35,2.13,2.36,110.77,108.26,2.52
Toronto Raptors,20,18,.526,1.37,112.73,111.23,1.50,2.23,113.40,111.04,2.36
Brooklyn Nets,26,14,.650,2.93,112.59,109.62,2.97,2.29,112.62,110.28,2.33
Dallas Mavericks,22,19,.537,1.83,110.52,108.47,2.05,1.76,110.30,108.36,1.95
Philadelphia 76ers,23,17,.575,1.58,111.77,110.13,1.64,1.10,110.91,109.74,1.16
Minnesota Timberwolves,20,21,.488,0.80,110.59,109.74,0.85,0.60,110.60,109.96,0.63
Denver Nuggets,20,19,.513,-0.08,109.88,109.94,-0.06,0.23,109.83,109.60,0.23
Indiana Pacers,15,27,.357,-0.48,111.39,111.86,-0.47,0.16,111.16,110.96,0.20
Charlotte Hornets,23,19,.548,-0.43,113.82,114.20,-0.38,-0.17,113.89,114.02,-0.13
Los Angeles Clippers,21,21,.500,-0.57,106.88,107.62,-0.74,-0.25,106.92,107.35,-0.43
New York Knicks,21,21,.500,-0.26,110.05,110.36,-0.31,-0.80,109.91,110.74,-0.83
San Antonio Spurs,15,26,.366,-0.49,110.45,111.04,-0.59,-0.86,110.61,111.57,-0.96
Atlanta Hawks,17,23,.425,-1.23,113.93,115.15,-1.22,-1.24,114.05,115.29,-1.24
Los Angeles Lakers,21,21,.500,-0.71,109.81,110.43,-0.63,-1.52,109.48,110.94,-1.46
Washington Wizards,22,20,.524,-1.90,110.73,112.76,-2.03,-1.82,110.54,112.47,-1.93
Portland Trail Blazers,16,24,.400,-3.73,112.13,116.02,-3.89,-2.35,113.00,115.52,-2.52
Sacramento Kings,17,27,.386,-4.32,110.04,114.46,-4.42,-3.63,110.52,114.24,-3.73
New Orleans Pelicans,15,26,.366,-4.80,109.25,114.16,-4.91,-4.32,109.86,114.29,-4.43
Oklahoma City Thunder,13,27,.325,-7.65,102.62,110.46,-7.84,-7.74,102.53,110.46,-7.93
Houston Rockets,12,31,.279,-8.63,107.68,116.33,-8.65,-8.71,108.08,116.81,-8.73
Orlando Magic,7,35,.167,-9.17,104.10,113.40,-9.30,-8.82,103.86,112.80,-8.93
Detroit Pistons,9,31,.225,-10.08,102.44,112.45,-10.01,-9.84,102.23,112.01,-9.78
