Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,21,4,.840,12.92,114.01,101.01,12.99,11.75,113.50,101.72,11.78
Utah Jazz,18,7,.720,10.60,118.63,107.74,10.89,9.47,117.71,107.97,9.73
Phoenix Suns,20,4,.833,6.38,111.62,105.22,6.40,6.13,111.44,105.27,6.17
Cleveland Cavaliers,14,12,.538,2.92,109.46,106.32,3.15,3.95,109.71,105.53,4.18
Chicago Bulls,17,9,.654,3.65,111.32,107.74,3.58,3.19,111.04,107.91,3.13
Atlanta Hawks,13,12,.520,2.56,115.08,112.48,2.60,3.00,115.25,112.18,3.07
Milwaukee Bucks,16,10,.615,3.69,111.47,107.73,3.74,2.86,111.11,108.17,2.93
Miami Heat,15,11,.577,2.73,111.68,108.99,2.70,2.89,111.97,109.10,2.87
Brooklyn Nets,17,8,.680,3.12,111.19,107.90,3.28,2.34,111.32,108.81,2.51
Indiana Pacers,11,16,.407,1.56,110.99,109.32,1.67,1.62,110.00,108.25,1.75
Boston Celtics,13,13,.500,1.50,109.99,108.43,1.55,1.07,109.76,108.62,1.14
Los Angeles Clippers,14,12,.538,1.42,107.06,106.03,1.04,1.03,106.43,105.83,0.61
Memphis Grizzlies,15,11,.577,0.31,111.58,111.32,0.26,0.60,111.77,111.24,0.54
Philadelphia 76ers,14,12,.538,0.31,111.27,110.90,0.37,0.34,110.45,110.04,0.41
Charlotte Hornets,14,13,.519,-0.59,113.47,113.96,-0.49,0.08,114.02,113.81,0.20
Denver Nuggets,12,13,.480,-0.56,109.96,110.45,-0.49,0.08,109.95,109.77,0.17
Toronto Raptors,11,14,.440,-0.36,110.88,111.20,-0.32,-0.11,111.20,111.27,-0.06
San Antonio Spurs,9,15,.375,-0.13,108.88,108.99,-0.11,-0.40,109.21,109.61,-0.39
Minnesota Timberwolves,11,14,.440,-0.92,108.80,109.51,-0.71,-0.74,108.88,109.46,-0.58
Dallas Mavericks,12,12,.500,-1.33,108.65,109.88,-1.22,-1.21,108.79,109.94,-1.15
Washington Wizards,15,11,.577,-0.77,109.37,110.31,-0.95,-1.18,108.86,110.19,-1.32
New York Knicks,12,13,.480,-1.00,111.05,112.12,-1.07,-1.32,111.16,112.50,-1.34
Portland Trail Blazers,11,15,.423,-2.85,111.36,114.31,-2.96,-1.39,112.74,114.28,-1.54
Sacramento Kings,11,14,.440,-2.40,110.59,113.11,-2.52,-2.07,110.68,112.90,-2.22
Los Angeles Lakers,13,13,.500,-1.50,107.98,109.46,-1.48,-2.29,108.04,110.34,-2.30
New Orleans Pelicans,7,20,.259,-6.70,107.58,114.54,-6.95,-5.83,108.16,114.24,-6.08
Houston Rockets,8,16,.333,-6.00,104.66,110.51,-5.85,-7.09,104.63,111.59,-6.97
Oklahoma City Thunder,8,16,.333,-8.75,101.71,110.72,-9.01,-8.53,101.98,110.76,-8.78
Detroit Pistons,4,20,.167,-9.42,102.40,112.00,-9.60,-8.88,103.02,112.08,-9.06
Orlando Magic,5,21,.192,-10.73,102.87,113.68,-10.81,-9.90,102.81,112.74,-9.93
