Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,41,13,.759,8.33,113.00,104.48,8.52,7.97,112.71,104.56,8.15
Phoenix Suns,44,10,.815,7.61,114.44,106.83,7.61,7.49,114.33,106.83,7.50
Utah Jazz,33,21,.611,6.07,117.01,110.82,6.20,5.90,116.83,110.81,6.02
Memphis Grizzlies,38,18,.679,4.48,113.80,109.37,4.44,4.59,114.06,109.51,4.55
Boston Celtics,31,25,.554,4.66,111.65,106.76,4.88,4.26,111.36,106.89,4.46
Cleveland Cavaliers,33,21,.611,4.41,111.69,107.16,4.53,4.33,111.42,106.97,4.45
Miami Heat,35,20,.636,4.53,113.86,109.17,4.69,4.12,113.55,109.28,4.27
Milwaukee Bucks,35,21,.625,4.18,114.18,110.06,4.12,3.35,113.94,110.64,3.30
Dallas Mavericks,32,23,.582,3.24,111.46,107.94,3.52,2.97,111.30,108.07,3.23
Denver Nuggets,30,24,.556,2.13,113.53,111.31,2.22,2.18,113.35,111.10,2.25
Toronto Raptors,29,23,.558,1.58,112.89,111.27,1.63,2.04,113.01,110.92,2.09
Minnesota Timberwolves,29,25,.537,2.00,113.04,111.03,2.01,2.02,113.18,111.15,2.03
Philadelphia 76ers,32,22,.593,2.07,112.53,110.38,2.16,1.64,112.01,110.30,1.71
Chicago Bulls,33,21,.611,1.59,114.31,112.79,1.51,0.99,114.26,113.34,0.92
Atlanta Hawks,26,28,.481,0.44,115.44,115.03,0.41,0.71,115.63,114.94,0.70
San Antonio Spurs,20,34,.370,-0.02,111.84,111.97,-0.13,0.10,112.23,112.23,0.00
Brooklyn Nets,29,25,.537,-0.19,112.74,112.96,-0.22,-0.32,112.97,113.33,-0.36
Charlotte Hornets,28,27,.509,-0.85,112.56,113.37,-0.81,-0.77,112.68,113.41,-0.73
New York Knicks,24,31,.436,-1.33,109.75,111.15,-1.40,-1.31,109.61,110.99,-1.38
Los Angeles Clippers,27,29,.482,-1.52,108.29,109.95,-1.66,-1.28,108.26,109.69,-1.43
Indiana Pacers,19,37,.339,-2.48,111.63,114.11,-2.49,-1.98,111.81,113.79,-1.98
Los Angeles Lakers,26,29,.473,-1.56,109.73,111.29,-1.57,-2.13,109.28,111.43,-2.15
Washington Wizards,24,29,.453,-3.17,109.89,113.26,-3.36,-2.60,110.13,112.91,-2.78
New Orleans Pelicans,22,32,.407,-3.24,109.84,113.17,-3.33,-3.05,110.17,113.29,-3.12
Portland Trail Blazers,21,34,.382,-4.69,110.71,115.61,-4.90,-4.17,111.20,115.57,-4.37
Sacramento Kings,20,36,.357,-5.27,110.30,115.68,-5.38,-5.02,110.72,115.84,-5.12
Oklahoma City Thunder,17,36,.321,-6.49,103.62,110.23,-6.61,-6.28,103.59,109.97,-6.38
Orlando Magic,13,43,.232,-7.95,104.95,113.00,-8.05,-7.81,104.68,112.59,-7.91
Houston Rockets,15,39,.278,-8.76,108.00,116.76,-8.76,-8.50,108.41,116.91,-8.50
Detroit Pistons,12,42,.222,-9.78,104.04,113.78,-9.74,-9.37,104.05,113.39,-9.34
