Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,19,3,.864,13.05,114.23,101.05,13.18,12.24,113.82,101.50,12.33
Utah Jazz,15,7,.682,9.55,117.79,107.94,9.85,8.02,116.59,108.32,8.27
Phoenix Suns,19,4,.826,6.48,111.92,105.42,6.50,6.25,111.74,105.45,6.29
Miami Heat,14,9,.609,4.30,112.66,108.36,4.30,4.17,112.89,108.72,4.17
Chicago Bulls,15,8,.652,4.43,111.96,107.57,4.38,3.89,111.64,107.79,3.84
Brooklyn Nets,16,6,.727,4.05,111.44,107.20,4.24,3.62,111.87,108.04,3.82
Cleveland Cavaliers,13,10,.565,2.70,108.98,106.08,2.90,3.52,109.11,105.37,3.74
Atlanta Hawks,12,11,.522,2.43,113.86,111.41,2.45,2.91,114.23,111.27,2.96
Milwaukee Bucks,14,9,.609,3.26,111.01,107.71,3.30,2.02,110.77,108.69,2.08
Indiana Pacers,9,16,.360,0.64,109.57,108.87,0.69,1.06,108.84,107.70,1.14
Philadelphia 76ers,12,11,.522,1.00,111.03,109.90,1.12,0.87,110.71,109.72,0.98
Boston Celtics,12,11,.522,1.26,108.67,107.37,1.30,0.79,108.43,107.56,0.87
Minnesota Timberwolves,11,12,.478,0.87,108.82,107.74,1.08,0.55,108.78,108.09,0.69
Los Angeles Clippers,12,11,.522,1.17,107.50,106.77,0.73,1.09,106.90,106.28,0.62
Denver Nuggets,10,11,.476,-0.48,109.23,109.66,-0.43,0.50,109.03,108.46,0.57
Charlotte Hornets,13,11,.542,-0.50,112.50,112.88,-0.38,0.27,113.31,112.91,0.40
Toronto Raptors,10,13,.435,-0.87,110.69,111.57,-0.88,-0.18,111.04,111.21,-0.17
Portland Trail Blazers,11,12,.478,-1.04,112.60,113.74,-1.13,-0.17,113.38,113.67,-0.29
Washington Wizards,14,9,.609,-0.22,108.86,109.19,-0.33,-0.33,108.44,108.85,-0.41
New York Knicks,11,11,.500,-0.14,110.26,110.39,-0.12,-0.48,110.35,110.78,-0.43
Memphis Grizzlies,12,10,.545,-0.86,112.83,113.78,-0.95,-0.34,113.13,113.58,-0.45
Dallas Mavericks,11,10,.524,-1.43,109.39,110.69,-1.29,-1.47,109.87,111.26,-1.39
San Antonio Spurs,7,13,.350,-0.20,107.59,107.76,-0.16,-1.42,107.27,108.67,-1.40
Sacramento Kings,9,14,.391,-3.35,109.61,113.09,-3.48,-2.72,109.39,112.25,-2.86
Los Angeles Lakers,12,12,.500,-1.71,107.99,109.67,-1.68,-2.84,108.07,110.93,-2.86
New Orleans Pelicans,7,18,.280,-6.60,106.98,113.81,-6.83,-5.25,107.49,112.98,-5.49
Houston Rockets,6,16,.273,-7.45,102.75,110.12,-7.37,-8.62,102.70,111.26,-8.56
Detroit Pistons,4,18,.182,-9.64,101.69,111.52,-9.83,-8.48,102.26,110.92,-8.65
Orlando Magic,5,19,.208,-9.83,102.20,112.15,-9.95,-9.20,102.26,111.51,-9.25
Oklahoma City Thunder,6,16,.273,-10.09,100.49,110.88,-10.39,-9.83,100.76,110.87,-10.11
