Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,27,6,.818,10.39,113.61,103.13,10.48,9.76,113.29,103.49,9.81
Utah Jazz,24,9,.727,10.15,118.25,107.87,10.38,9.19,117.47,108.08,9.39
Cleveland Cavaliers,20,13,.606,6.58,111.51,104.79,6.72,7.18,111.61,104.27,7.35
Phoenix Suns,26,7,.788,7.06,112.09,105.12,6.98,6.92,111.99,105.17,6.81
Miami Heat,21,13,.618,3.91,112.38,108.37,4.01,3.40,112.67,109.15,3.52
Brooklyn Nets,23,9,.719,3.91,111.71,107.70,4.01,2.78,111.68,108.79,2.89
Chicago Bulls,21,10,.677,3.52,112.98,109.54,3.45,2.92,112.71,109.83,2.88
Milwaukee Bucks,22,13,.629,3.40,112.10,108.63,3.47,2.60,111.82,109.12,2.70
Memphis Grizzlies,21,14,.600,2.51,112.60,110.13,2.47,2.41,112.55,110.19,2.36
Boston Celtics,16,18,.471,0.91,110.05,109.09,0.95,1.49,110.43,108.87,1.55
San Antonio Spurs,14,19,.424,1.73,111.69,110.11,1.58,1.43,111.87,110.60,1.28
Indiana Pacers,14,20,.412,0.65,111.56,110.82,0.74,0.61,110.95,110.21,0.74
Dallas Mavericks,16,17,.485,0.15,110.49,110.12,0.37,0.52,110.50,109.80,0.70
Toronto Raptors,14,16,.467,-0.37,111.10,111.29,-0.19,0.35,111.67,111.14,0.54
Atlanta Hawks,15,18,.455,0.42,114.04,113.61,0.43,0.29,114.08,113.78,0.30
Denver Nuggets,16,16,.500,-0.34,110.19,110.50,-0.31,0.25,110.07,109.81,0.26
Minnesota Timberwolves,16,17,.485,-0.39,109.68,109.92,-0.24,0.06,109.89,109.69,0.20
Philadelphia 76ers,17,16,.515,-0.24,110.64,110.82,-0.18,0.01,110.14,110.06,0.08
Los Angeles Clippers,17,17,.500,0.18,107.18,107.27,-0.08,0.05,106.99,107.22,-0.23
Charlotte Hornets,18,17,.514,-1.17,114.03,115.19,-1.16,-0.71,114.19,114.88,-0.69
New York Knicks,15,18,.455,-0.76,111.02,111.82,-0.80,-1.12,110.85,111.99,-1.14
Portland Trail Blazers,13,20,.394,-3.27,111.32,114.72,-3.40,-2.13,112.18,114.46,-2.28
Washington Wizards,17,16,.515,-2.82,109.17,112.19,-3.03,-2.21,109.11,111.48,-2.37
Los Angeles Lakers,16,18,.471,-2.32,107.06,109.26,-2.20,-2.92,107.13,109.96,-2.83
Sacramento Kings,13,21,.382,-4.47,109.71,114.24,-4.53,-3.58,110.24,113.89,-3.65
New Orleans Pelicans,12,22,.353,-4.65,108.54,113.33,-4.78,-4.98,108.66,113.79,-5.13
Oklahoma City Thunder,12,20,.375,-7.56,102.55,110.37,-7.82,-7.84,102.43,110.54,-8.11
Houston Rockets,10,24,.294,-7.76,107.03,114.87,-7.84,-8.14,107.23,115.45,-8.22
Orlando Magic,7,27,.206,-9.35,103.61,113.11,-9.50,-8.69,103.38,112.20,-8.82
Detroit Pistons,5,27,.156,-9.81,102.45,112.26,-9.80,-9.68,102.58,112.25,-9.67
