Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,19,4,.826,12.26,114.09,101.70,12.39,11.38,113.74,102.29,11.45
Utah Jazz,16,7,.696,9.17,117.76,108.29,9.47,7.86,116.73,108.62,8.11
Phoenix Suns,19,4,.826,6.48,111.92,105.42,6.50,6.15,111.63,105.44,6.19
Chicago Bulls,16,8,.667,4.42,111.93,107.56,4.37,3.90,111.57,107.71,3.87
Cleveland Cavaliers,13,11,.542,2.54,109.27,106.53,2.74,3.58,109.42,105.63,3.79
Brooklyn Nets,16,7,.696,3.70,111.26,107.38,3.88,3.43,111.73,108.11,3.62
Miami Heat,14,10,.583,3.21,112.33,109.15,3.18,3.23,112.72,109.50,3.21
Milwaukee Bucks,15,9,.625,4.04,111.69,107.58,4.10,3.05,111.48,108.35,3.13
Atlanta Hawks,12,12,.500,2.21,114.55,112.33,2.22,2.69,114.82,112.08,2.74
Boston Celtics,13,11,.542,2.38,110.31,107.87,2.44,1.96,109.93,107.87,2.06
Indiana Pacers,9,16,.360,0.64,109.57,108.87,0.69,1.06,108.76,107.63,1.13
Denver Nuggets,11,11,.500,0.18,110.05,109.75,0.30,0.97,109.83,108.71,1.12
Philadelphia 76ers,12,11,.522,1.00,111.03,109.90,1.12,0.78,110.55,109.65,0.90
Minnesota Timberwolves,11,12,.478,0.87,108.82,107.74,1.08,0.42,108.77,108.21,0.56
Charlotte Hornets,14,11,.560,-0.36,113.34,113.58,-0.24,0.38,114.01,113.50,0.51
Toronto Raptors,11,13,.458,-0.33,110.80,111.09,-0.29,0.35,111.31,110.90,0.41
Los Angeles Clippers,12,12,.500,0.92,107.04,106.55,0.50,0.46,106.26,106.26,0.00
Memphis Grizzlies,13,10,.565,-0.52,112.29,112.89,-0.60,-0.22,112.45,112.76,-0.31
San Antonio Spurs,8,13,.381,0.05,108.00,107.91,0.09,-0.52,108.28,108.77,-0.49
Washington Wizards,14,10,.583,-0.71,108.49,109.37,-0.87,-0.73,107.97,108.84,-0.87
New York Knicks,11,12,.478,-0.74,110.32,111.12,-0.80,-0.87,110.54,111.43,-0.89
Portland Trail Blazers,11,13,.458,-2.17,112.88,115.16,-2.28,-1.23,113.85,115.20,-1.36
Dallas Mavericks,11,11,.500,-1.68,108.66,110.23,-1.57,-1.69,108.85,110.47,-1.63
Sacramento Kings,10,14,.417,-3.00,109.27,112.40,-3.13,-2.56,109.12,111.85,-2.72
Los Angeles Lakers,12,12,.500,-1.71,107.99,109.67,-1.68,-2.78,108.09,110.88,-2.79
New Orleans Pelicans,7,19,.269,-6.73,107.52,114.52,-7.00,-5.96,108.12,114.36,-6.24
Houston Rockets,7,16,.304,-6.70,104.03,110.59,-6.56,-8.05,103.85,111.80,-7.95
Detroit Pistons,4,18,.182,-9.64,101.69,111.52,-9.83,-8.51,102.32,111.00,-8.68
Orlando Magic,5,19,.208,-9.83,102.20,112.15,-9.95,-9.06,102.21,111.32,-9.11
Oklahoma City Thunder,6,16,.273,-10.09,100.49,110.88,-10.39,-9.80,100.67,110.75,-10.08
