Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,46,10,.821,8.25,114.90,106.68,8.22,8.05,114.79,106.77,8.02
Golden State Warriors,42,16,.724,7.05,112.68,105.51,7.18,6.83,112.49,105.55,6.94
Utah Jazz,36,21,.632,7.07,117.46,110.21,7.26,6.70,117.23,110.35,6.88
Memphis Grizzlies,40,18,.690,4.88,114.12,109.30,4.82,4.83,114.28,109.51,4.77
Boston Celtics,33,25,.569,4.78,111.48,106.49,4.99,4.41,111.11,106.49,4.61
Miami Heat,37,20,.649,4.70,114.00,109.12,4.88,4.23,113.62,109.22,4.40
Cleveland Cavaliers,35,22,.614,4.35,111.62,107.16,4.46,4.27,111.32,106.95,4.37
Dallas Mavericks,33,24,.579,3.21,111.46,107.98,3.49,2.96,111.38,108.18,3.21
Milwaukee Bucks,35,23,.603,3.36,113.87,110.55,3.32,2.60,113.62,111.07,2.56
Denver Nuggets,32,25,.561,2.11,113.38,111.19,2.19,2.20,113.30,111.03,2.27
Philadelphia 76ers,34,22,.607,2.41,112.38,109.86,2.51,1.96,111.98,109.93,2.05
Toronto Raptors,31,25,.554,1.59,113.29,111.70,1.60,1.75,113.33,111.57,1.76
Minnesota Timberwolves,30,27,.526,1.61,113.48,111.84,1.64,1.61,113.51,111.87,1.63
Chicago Bulls,37,21,.638,2.17,114.75,112.65,2.10,1.46,114.64,113.24,1.40
Atlanta Hawks,26,30,.464,-0.02,115.12,115.16,-0.04,0.35,115.40,115.05,0.34
San Antonio Spurs,22,36,.379,0.00,112.05,112.17,-0.12,0.19,112.38,112.30,0.08
Brooklyn Nets,30,27,.526,0.16,112.81,112.69,0.12,-0.05,112.94,113.03,-0.09
Charlotte Hornets,29,29,.500,-0.76,112.79,113.54,-0.75,-0.78,112.86,113.63,-0.77
Los Angeles Clippers,29,30,.492,-1.27,108.56,109.97,-1.40,-0.78,108.78,109.69,-0.91
New York Knicks,25,33,.431,-1.45,109.89,111.41,-1.52,-1.55,109.80,111.41,-1.61
Los Angeles Lakers,26,31,.456,-1.58,109.83,111.42,-1.58,-2.04,109.47,111.54,-2.07
Indiana Pacers,19,39,.328,-2.67,111.81,114.49,-2.68,-2.10,112.03,114.13,-2.09
New Orleans Pelicans,23,34,.404,-2.98,110.23,113.27,-3.04,-2.71,110.54,113.30,-2.76
Washington Wizards,26,30,.464,-3.05,110.26,113.49,-3.24,-2.73,110.39,113.29,-2.90
Portland Trail Blazers,24,34,.414,-4.00,110.92,115.13,-4.20,-3.47,111.41,115.08,-3.67
Sacramento Kings,22,37,.373,-4.97,110.46,115.52,-5.06,-4.74,110.78,115.61,-4.83
Oklahoma City Thunder,18,39,.316,-6.61,103.53,110.28,-6.75,-6.34,103.47,109.94,-6.47
Orlando Magic,13,46,.220,-8.42,104.76,113.25,-8.49,-8.01,104.63,112.69,-8.06
Houston Rockets,15,41,.268,-9.39,108.16,117.58,-9.42,-8.98,108.60,117.61,-9.01
Detroit Pistons,12,45,.211,-10.25,104.10,114.29,-10.19,-9.84,104.08,113.86,-9.78
