Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,21,4,.840,12.92,114.01,101.01,12.99,11.76,113.49,101.70,11.79
Utah Jazz,17,7,.708,10.13,118.35,107.98,10.37,8.96,117.40,108.23,9.17
Phoenix Suns,20,4,.833,6.38,111.62,105.22,6.40,6.14,111.48,105.30,6.18
Cleveland Cavaliers,14,12,.538,2.92,109.46,106.32,3.15,3.96,109.70,105.51,4.19
Chicago Bulls,17,9,.654,3.65,111.32,107.74,3.58,3.28,111.11,107.88,3.23
Atlanta Hawks,13,12,.520,2.56,115.08,112.48,2.60,3.00,115.26,112.19,3.07
Milwaukee Bucks,16,10,.615,3.69,111.47,107.73,3.74,2.87,111.14,108.20,2.95
Miami Heat,15,11,.577,2.73,111.68,108.99,2.70,2.88,111.95,109.09,2.85
Brooklyn Nets,17,8,.680,3.12,111.19,107.90,3.28,2.38,111.33,108.77,2.56
Indiana Pacers,11,16,.407,1.56,110.99,109.32,1.67,1.65,110.03,108.25,1.78
Boston Celtics,13,13,.500,1.50,109.99,108.43,1.55,1.09,109.76,108.60,1.16
Philadelphia 76ers,14,11,.560,1.20,111.64,110.32,1.32,0.88,110.73,109.73,1.00
Denver Nuggets,12,12,.500,-0.08,109.82,109.81,0.00,0.56,109.74,109.07,0.66
Los Angeles Clippers,14,12,.538,1.42,107.06,106.03,1.04,1.00,106.39,105.81,0.58
Charlotte Hornets,14,13,.519,-0.59,113.47,113.96,-0.49,0.13,114.01,113.75,0.26
Memphis Grizzlies,14,11,.560,-0.20,111.63,111.89,-0.27,0.22,111.88,111.73,0.14
Toronto Raptors,11,14,.440,-0.36,110.88,111.20,-0.32,-0.12,111.15,111.23,-0.08
Minnesota Timberwolves,11,14,.440,-0.92,108.80,109.51,-0.71,-0.76,108.86,109.46,-0.60
San Antonio Spurs,8,15,.348,-0.65,108.15,108.80,-0.65,-0.89,108.48,109.38,-0.90
Dallas Mavericks,12,12,.500,-1.33,108.65,109.88,-1.22,-1.26,108.82,110.02,-1.20
New York Knicks,12,13,.480,-1.00,111.05,112.12,-1.07,-1.24,111.20,112.46,-1.26
Washington Wizards,15,11,.577,-0.77,109.37,110.31,-0.95,-1.20,108.84,110.20,-1.35
Portland Trail Blazers,11,15,.423,-2.85,111.36,114.31,-2.96,-1.35,112.79,114.28,-1.49
Los Angeles Lakers,13,12,.520,-1.04,108.42,109.42,-1.01,-1.92,108.53,110.45,-1.92
Sacramento Kings,11,14,.440,-2.40,110.59,113.11,-2.52,-2.11,110.62,112.89,-2.26
New Orleans Pelicans,7,20,.259,-6.70,107.58,114.54,-6.95,-5.85,108.14,114.24,-6.10
Houston Rockets,8,16,.333,-6.00,104.66,110.51,-5.85,-7.06,104.60,111.55,-6.94
Oklahoma City Thunder,8,16,.333,-8.75,101.71,110.72,-9.01,-8.55,101.94,110.75,-8.81
Detroit Pistons,4,20,.167,-9.42,102.40,112.00,-9.60,-8.79,103.03,111.99,-8.97
Orlando Magic,5,21,.192,-10.73,102.87,113.68,-10.81,-9.90,102.86,112.78,-9.93
