Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,48,10,.828,8.14,114.77,106.66,8.11,7.80,114.59,106.82,7.77
Golden State Warriors,42,17,.712,6.92,112.73,105.69,7.04,6.70,112.56,105.74,6.82
Utah Jazz,36,22,.621,6.86,117.33,110.30,7.04,6.44,117.11,110.50,6.61
Boston Celtics,34,26,.567,5.40,112.16,106.48,5.68,4.88,111.78,106.63,5.15
Memphis Grizzlies,41,19,.683,4.85,114.45,109.65,4.80,4.71,114.54,109.89,4.65
Miami Heat,38,21,.644,4.47,113.83,109.21,4.62,4.09,113.48,109.26,4.22
Cleveland Cavaliers,35,23,.603,4.14,111.87,107.64,4.23,4.08,111.53,107.36,4.17
Dallas Mavericks,35,24,.593,3.36,112.03,108.38,3.65,3.13,111.97,108.57,3.40
Milwaukee Bucks,36,24,.600,3.35,114.16,110.86,3.30,2.61,113.92,111.35,2.57
Denver Nuggets,33,25,.569,2.09,113.43,111.27,2.17,2.28,113.45,111.09,2.36
Toronto Raptors,32,25,.561,1.77,113.17,111.38,1.79,1.95,113.16,111.19,1.96
Minnesota Timberwolves,31,28,.525,1.46,113.06,111.59,1.46,1.47,113.03,111.55,1.48
Chicago Bulls,38,21,.644,2.25,114.97,112.78,2.19,1.46,114.79,113.39,1.40
Philadelphia 76ers,35,23,.603,1.55,112.26,110.68,1.58,1.26,111.99,110.70,1.29
Atlanta Hawks,28,30,.483,0.48,115.73,115.26,0.48,0.73,116.06,115.32,0.74
San Antonio Spurs,23,36,.390,0.14,112.03,112.02,0.01,0.21,112.35,112.26,0.09
Brooklyn Nets,31,28,.525,0.00,112.83,112.88,-0.04,-0.28,112.93,113.26,-0.33
Los Angeles Clippers,30,31,.492,-0.84,108.86,109.84,-0.98,-0.40,109.05,109.59,-0.54
Charlotte Hornets,29,31,.483,-0.90,112.41,113.28,-0.87,-0.82,112.48,113.27,-0.79
New York Knicks,25,34,.424,-1.51,109.95,111.53,-1.58,-1.60,109.83,111.49,-1.66
Los Angeles Lakers,27,31,.466,-1.47,109.93,111.39,-1.46,-1.82,109.59,111.43,-1.83
Indiana Pacers,20,40,.333,-2.65,111.98,114.63,-2.65,-2.09,112.21,114.29,-2.08
Washington Wizards,27,31,.466,-2.79,110.51,113.47,-2.96,-2.56,110.56,113.27,-2.72
New Orleans Pelicans,23,36,.390,-3.20,110.53,113.80,-3.27,-2.83,110.92,113.80,-2.88
Portland Trail Blazers,25,34,.424,-3.86,111.19,115.26,-4.06,-3.27,111.72,115.18,-3.47
Sacramento Kings,22,38,.367,-5.00,110.62,115.72,-5.10,-4.75,110.93,115.78,-4.85
Oklahoma City Thunder,18,40,.310,-6.64,103.52,110.29,-6.77,-6.38,103.43,109.93,-6.51
Orlando Magic,13,47,.217,-8.63,104.84,113.54,-8.70,-8.20,104.64,112.89,-8.25
Houston Rockets,15,43,.259,-9.66,108.24,117.90,-9.66,-9.16,108.78,117.94,-9.16
Detroit Pistons,13,45,.224,-10.05,104.34,114.33,-9.99,-9.62,104.39,113.95,-9.56
