Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,11,2,.846,13.23,113.42,100.21,13.21,10.69,112.09,101.50,10.59
Miami Heat,9,5,.643,7.07,112.26,105.25,7.01,7.41,112.90,105.50,7.40
Utah Jazz,8,5,.615,6.62,113.60,106.78,6.81,6.53,113.36,106.63,6.73
Chicago Bulls,10,4,.714,5.86,110.76,104.93,5.83,5.98,110.64,104.69,5.95
Los Angeles Clippers,8,5,.615,5.23,107.91,103.17,4.74,5.61,107.47,102.46,5.01
Denver Nuggets,9,5,.643,4.64,108.84,103.88,4.97,4.41,108.03,103.28,4.75
Washington Wizards,10,3,.769,4.92,109.45,104.54,4.91,4.24,108.31,104.04,4.27
Brooklyn Nets,10,4,.714,5.00,110.00,104.80,5.20,3.36,108.94,105.41,3.53
Philadelphia 76ers,8,6,.571,4.14,116.05,111.79,4.26,2.95,115.14,112.12,3.03
Phoenix Suns,10,3,.769,5.54,109.65,104.28,5.37,3.04,107.62,104.78,2.84
Cleveland Cavaliers,9,6,.600,1.67,107.32,105.49,1.83,2.15,107.33,105.02,2.30
Indiana Pacers,6,9,.400,0.07,109.49,109.47,0.03,2.13,109.27,107.11,2.17
Boston Celtics,7,7,.500,1.07,106.82,105.60,1.23,1.54,107.31,105.53,1.77
Toronto Raptors,7,8,.467,0.73,111.51,110.76,0.76,1.46,112.47,110.93,1.54
Portland Trail Blazers,7,8,.467,-0.07,112.17,112.39,-0.22,1.21,113.29,112.32,0.97
Sacramento Kings,6,8,.429,0.93,111.14,110.22,0.91,0.63,111.07,110.50,0.57
Charlotte Hornets,8,7,.533,-1.80,110.04,111.66,-1.62,0.30,111.48,111.03,0.45
New York Knicks,8,6,.571,1.00,111.32,110.26,1.06,0.34,110.37,109.92,0.44
Atlanta Hawks,6,9,.400,-1.27,111.56,112.95,-1.40,-0.11,112.84,113.02,-0.19
Dallas Mavericks,9,4,.692,-0.69,108.50,109.05,-0.54,-0.79,108.54,109.10,-0.56
Milwaukee Bucks,6,8,.429,-1.93,109.03,110.92,-1.89,-1.32,109.08,110.31,-1.23
San Antonio Spurs,4,9,.308,0.08,108.03,107.90,0.13,-2.42,107.37,109.66,-2.29
Memphis Grizzlies,7,7,.500,-3.64,109.75,113.53,-3.78,-2.60,111.29,114.05,-2.76
Los Angeles Lakers,8,7,.533,-2.67,106.00,108.60,-2.60,-3.91,106.07,109.93,-3.86
Minnesota Timberwolves,4,9,.308,-4.31,104.16,108.48,-4.32,-5.16,104.86,110.19,-5.34
Oklahoma City Thunder,5,8,.385,-8.54,100.21,108.87,-8.65,-7.17,101.07,108.37,-7.30
New Orleans Pelicans,2,13,.133,-9.27,105.36,114.82,-9.45,-8.54,105.42,114.18,-8.76
Orlando Magic,3,11,.214,-10.21,101.98,112.34,-10.36,-9.84,101.83,111.76,-9.92
Detroit Pistons,3,10,.231,-10.69,101.25,112.17,-10.92,-10.21,100.83,111.21,-10.38
Houston Rockets,1,13,.071,-11.00,99.82,110.64,-10.82,-11.23,100.46,111.54,-11.08
