Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,21,9,.700,10.43,118.53,107.83,10.71,9.38,117.59,107.97,9.62
Golden State Warriors,25,6,.806,10.48,113.00,102.47,10.53,9.53,112.48,102.95,9.53
Phoenix Suns,25,5,.833,7.70,111.73,104.08,7.64,7.47,111.43,104.02,7.41
Cleveland Cavaliers,19,12,.613,5.87,111.09,104.96,6.13,6.54,111.24,104.43,6.81
Miami Heat,19,13,.594,3.75,112.54,108.72,3.82,3.65,112.91,109.17,3.73
Brooklyn Nets,21,9,.700,3.40,111.09,107.57,3.52,2.30,110.93,108.51,2.42
Chicago Bulls,19,10,.655,3.07,112.11,109.14,2.97,2.49,111.92,109.51,2.41
Milwaukee Bucks,19,13,.594,2.75,111.60,108.79,2.81,2.02,111.31,109.21,2.10
Memphis Grizzlies,19,13,.594,2.22,112.14,109.96,2.18,1.95,111.87,109.97,1.90
Toronto Raptors,14,15,.483,1.17,111.74,110.49,1.25,1.57,112.19,110.54,1.65
Atlanta Hawks,14,15,.483,1.52,114.83,113.25,1.58,1.43,114.89,113.37,1.52
Boston Celtics,15,16,.484,0.97,110.05,109.03,1.01,1.30,110.25,108.89,1.36
Denver Nuggets,15,14,.517,0.28,111.18,110.87,0.31,1.11,111.14,109.98,1.16
Indiana Pacers,13,19,.406,0.56,111.10,110.46,0.64,0.78,110.59,109.72,0.87
Dallas Mavericks,15,15,.500,0.03,110.11,109.83,0.27,0.10,110.16,109.84,0.32
Minnesota Timberwolves,15,16,.484,-0.19,109.57,109.61,-0.04,-0.01,109.69,109.56,0.13
San Antonio Spurs,12,18,.400,0.00,110.73,110.75,-0.02,-0.11,110.89,111.02,-0.13
Los Angeles Clippers,16,15,.516,0.29,107.27,107.29,-0.02,0.04,107.10,107.38,-0.28
Philadelphia 76ers,16,15,.516,-0.87,110.25,111.09,-0.84,-0.52,109.85,110.33,-0.48
Charlotte Hornets,16,17,.485,-2.21,113.87,116.06,-2.18,-1.47,114.24,115.67,-1.43
New York Knicks,14,17,.452,-1.03,110.62,111.72,-1.10,-1.40,110.60,112.05,-1.44
Portland Trail Blazers,13,19,.406,-2.91,111.12,114.15,-3.03,-1.70,112.01,113.86,-1.85
Washington Wizards,16,15,.516,-2.55,108.65,111.39,-2.75,-1.80,108.57,110.51,-1.94
Los Angeles Lakers,16,16,.500,-1.38,106.96,108.23,-1.27,-2.30,106.94,109.18,-2.24
Sacramento Kings,13,19,.406,-3.47,110.46,113.97,-3.50,-2.64,110.96,113.65,-2.69
New Orleans Pelicans,11,21,.344,-4.97,108.20,113.34,-5.13,-4.81,108.40,113.37,-4.97
Houston Rockets,10,21,.323,-6.71,107.01,113.76,-6.75,-7.33,107.31,114.71,-7.40
Oklahoma City Thunder,10,19,.345,-8.59,101.99,110.86,-8.88,-8.79,101.94,111.03,-9.09
Detroit Pistons,5,25,.167,-9.20,102.32,111.63,-9.31,-9.18,102.54,111.83,-9.29
Orlando Magic,6,25,.194,-9.94,103.36,113.42,-10.05,-9.23,103.22,112.54,-9.32
