Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Utah Jazz,28,10,.737,9.79,118.46,108.43,10.02,9.03,117.80,108.55,9.24
Golden State Warriors,29,8,.784,9.11,112.56,103.41,9.15,9.00,112.42,103.40,9.03
Phoenix Suns,29,8,.784,7.65,113.04,105.51,7.54,7.14,112.86,105.85,7.01
Cleveland Cavaliers,21,17,.553,5.08,111.77,106.61,5.17,5.61,111.64,105.94,5.70
Memphis Grizzlies,25,14,.641,3.18,113.04,109.87,3.17,3.36,113.12,109.77,3.35
Miami Heat,24,15,.615,3.77,113.38,109.48,3.89,3.16,113.44,110.15,3.28
Chicago Bulls,25,10,.714,3.71,113.19,109.54,3.65,2.87,112.70,109.87,2.83
Milwaukee Bucks,25,15,.625,4.05,113.28,109.20,4.07,2.50,112.81,110.27,2.54
Brooklyn Nets,24,12,.667,2.97,112.05,109.01,3.04,2.14,112.13,109.93,2.21
Dallas Mavericks,20,18,.526,1.58,110.32,108.45,1.87,1.73,110.31,108.33,1.99
Toronto Raptors,18,17,.514,1.09,112.41,111.19,1.22,1.67,113.08,111.28,1.80
Boston Celtics,18,20,.474,1.05,109.92,108.85,1.06,1.55,110.25,108.69,1.56
Philadelphia 76ers,21,16,.568,0.95,111.73,110.72,1.01,0.73,111.10,110.30,0.80
Denver Nuggets,18,18,.500,-0.42,109.96,110.37,-0.41,0.37,109.98,109.60,0.37
San Antonio Spurs,15,22,.405,0.54,110.96,110.52,0.44,0.35,111.29,111.03,0.26
Minnesota Timberwolves,18,20,.474,-0.32,109.22,109.42,-0.20,0.09,109.48,109.28,0.20
Indiana Pacers,14,25,.359,-0.26,111.44,111.65,-0.21,0.00,110.98,110.90,0.08
Atlanta Hawks,17,20,.459,0.11,114.96,114.84,0.12,0.04,115.02,114.96,0.05
Los Angeles Clippers,19,19,.500,-0.18,107.44,107.84,-0.40,-0.20,107.44,107.86,-0.42
Charlotte Hornets,20,19,.513,-1.05,114.12,115.13,-1.01,-0.85,114.17,114.99,-0.82
New York Knicks,18,20,.474,-0.74,109.95,110.69,-0.74,-1.46,109.64,111.11,-1.47
Los Angeles Lakers,20,19,.513,-0.74,109.03,109.65,-0.62,-1.62,108.91,110.44,-1.53
Washington Wizards,19,19,.500,-2.21,110.02,112.39,-2.37,-1.61,109.83,111.57,-1.74
Portland Trail Blazers,14,23,.378,-4.24,112.22,116.63,-4.40,-2.85,113.04,116.06,-3.02
Sacramento Kings,16,24,.400,-4.33,109.89,114.31,-4.41,-3.54,110.41,114.04,-3.62
New Orleans Pelicans,13,25,.342,-5.29,108.87,114.25,-5.38,-4.86,109.52,114.48,-4.96
Oklahoma City Thunder,13,24,.351,-7.24,102.06,109.53,-7.47,-7.22,102.01,109.46,-7.45
Houston Rockets,11,28,.282,-8.03,107.77,115.86,-8.09,-8.24,108.18,116.49,-8.31
Orlando Magic,7,32,.179,-9.54,104.11,113.77,-9.66,-8.84,103.90,112.85,-8.95
Detroit Pistons,7,29,.194,-9.50,102.74,112.22,-9.48,-9.44,102.46,111.88,-9.43
