Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,28,7,.800,9.91,113.32,103.33,9.98,9.58,113.10,103.48,9.63
Utah Jazz,26,10,.722,9.86,118.39,108.30,10.09,9.17,117.73,108.35,9.38
Phoenix Suns,28,8,.778,7.50,112.67,105.30,7.37,7.09,112.55,105.60,6.95
Cleveland Cavaliers,21,16,.568,5.32,111.77,106.35,5.42,5.77,111.62,105.75,5.87
Miami Heat,23,14,.622,4.00,113.13,109.03,4.11,3.26,113.15,109.78,3.37
Milwaukee Bucks,25,13,.658,4.66,113.52,108.84,4.68,3.23,113.07,109.80,3.27
Chicago Bulls,24,10,.706,3.71,113.47,109.83,3.64,3.10,113.10,110.05,3.06
Memphis Grizzlies,23,14,.622,2.86,112.67,109.83,2.83,2.78,112.54,109.81,2.73
Brooklyn Nets,23,11,.676,3.32,111.61,108.19,3.41,2.31,111.62,109.22,2.40
Boston Celtics,18,19,.486,1.14,109.97,108.82,1.15,1.61,110.27,108.64,1.63
Toronto Raptors,16,17,.485,0.21,111.95,111.57,0.38,0.79,112.65,111.69,0.96
Dallas Mavericks,18,18,.500,0.81,110.45,109.39,1.05,0.75,110.24,109.28,0.96
San Antonio Spurs,14,21,.400,1.23,111.26,110.17,1.09,0.92,111.51,110.73,0.78
Denver Nuggets,18,16,.529,0.15,110.29,110.09,0.19,0.64,110.14,109.46,0.67
Indiana Pacers,14,23,.378,0.22,111.25,110.95,0.30,0.44,110.73,110.17,0.56
Philadelphia 76ers,19,16,.543,0.14,111.05,110.83,0.22,0.40,110.65,110.15,0.50
Atlanta Hawks,16,19,.457,0.09,114.54,114.44,0.10,0.19,114.80,114.58,0.22
Los Angeles Clippers,19,18,.514,0.30,107.53,107.45,0.07,0.19,107.45,107.48,-0.04
Minnesota Timberwolves,16,20,.444,-1.06,109.12,110.05,-0.94,-0.42,109.30,109.60,-0.29
Charlotte Hornets,19,18,.514,-1.81,113.41,115.16,-1.75,-1.24,113.55,114.74,-1.19
Washington Wizards,18,18,.500,-2.33,109.88,112.39,-2.51,-1.50,109.95,111.58,-1.63
Los Angeles Lakers,19,19,.500,-0.97,108.61,109.46,-0.85,-1.79,108.53,110.24,-1.71
New York Knicks,17,20,.459,-1.03,109.70,110.77,-1.07,-1.72,109.38,111.13,-1.76
Portland Trail Blazers,13,22,.371,-4.46,111.15,115.76,-4.61,-3.10,112.10,115.36,-3.26
Sacramento Kings,16,22,.421,-4.18,109.85,114.12,-4.27,-3.43,110.43,113.95,-3.52
New Orleans Pelicans,13,23,.361,-4.92,108.72,113.71,-4.99,-4.92,109.12,114.12,-5.00
Oklahoma City Thunder,13,23,.361,-7.22,102.34,109.80,-7.45,-7.22,102.23,109.68,-7.45
Houston Rockets,10,27,.270,-8.00,107.68,115.75,-8.07,-8.21,108.10,116.39,-8.29
Orlando Magic,7,30,.189,-9.68,104.18,113.99,-9.81,-8.93,104.01,113.05,-9.04
Detroit Pistons,6,28,.176,-9.47,102.14,111.62,-9.48,-9.35,102.05,111.41,-9.37
