Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,16,2,.889,13.50,114.59,100.96,13.63,11.97,113.87,101.80,12.08
Utah Jazz,12,6,.667,8.89,115.90,106.74,9.16,8.17,114.97,106.54,8.43
Miami Heat,12,7,.632,6.42,112.55,105.99,6.56,6.01,113.01,106.86,6.15
Phoenix Suns,15,3,.833,6.94,111.77,104.88,6.89,5.15,110.45,105.39,5.06
Brooklyn Nets,14,5,.737,4.63,111.29,106.44,4.85,3.79,111.39,107.37,4.02
Los Angeles Clippers,10,8,.556,3.06,106.45,103.84,2.60,3.38,105.42,102.52,2.90
Chicago Bulls,12,7,.632,2.74,109.96,107.30,2.66,2.54,109.92,107.44,2.48
Atlanta Hawks,10,9,.526,1.68,113.95,112.21,1.75,2.10,114.83,112.64,2.18
Portland Trail Blazers,10,9,.526,1.37,114.43,113.07,1.37,1.99,115.26,113.34,1.91
Indiana Pacers,8,12,.400,1.55,109.30,107.67,1.63,1.75,108.62,106.76,1.86
Minnesota Timberwolves,9,9,.500,2.67,109.12,106.18,2.95,1.61,109.18,107.44,1.74
Philadelphia 76ers,10,9,.526,0.95,112.89,111.80,1.09,1.39,112.56,111.04,1.52
Toronto Raptors,9,10,.474,0.63,112.52,111.82,0.70,1.29,112.76,111.38,1.38
Milwaukee Bucks,11,8,.579,2.53,109.66,107.10,2.56,0.90,109.15,108.18,0.96
Cleveland Cavaliers,9,10,.474,-0.53,107.17,107.68,-0.50,0.78,107.49,106.67,0.82
Washington Wizards,11,7,.611,0.61,107.60,107.04,0.56,0.81,106.60,105.80,0.80
Boston Celtics,10,9,.526,1.63,108.82,107.15,1.67,0.55,108.82,108.18,0.63
Denver Nuggets,9,9,.500,-0.17,108.01,108.14,-0.14,0.60,107.15,106.53,0.62
Charlotte Hornets,12,8,.600,-0.55,109.95,110.36,-0.41,0.47,110.68,110.06,0.62
New York Knicks,10,8,.556,0.83,110.14,109.27,0.87,-0.93,109.65,110.50,-0.86
Sacramento Kings,7,12,.368,-2.00,110.18,112.38,-2.21,-0.68,110.20,111.08,-0.88
Dallas Mavericks,10,7,.588,-1.29,107.92,109.17,-1.26,-1.31,108.52,109.88,-1.35
Memphis Grizzlies,9,9,.500,-5.22,111.23,116.67,-5.44,-3.68,112.80,116.71,-3.91
Los Angeles Lakers,10,10,.500,-3.10,106.58,109.67,-3.09,-4.18,106.61,110.78,-4.17
San Antonio Spurs,4,13,.235,-3.53,106.43,110.04,-3.61,-4.78,106.50,111.40,-4.90
New Orleans Pelicans,4,16,.200,-7.35,105.31,112.89,-7.58,-5.80,106.12,112.16,-6.04
Oklahoma City Thunder,6,12,.333,-7.22,101.37,108.77,-7.41,-6.20,102.07,108.42,-6.34
Detroit Pistons,4,14,.222,-9.33,102.01,111.55,-9.54,-8.40,102.26,110.79,-8.53
Orlando Magic,4,15,.211,-9.79,102.57,112.47,-9.90,-9.26,102.34,111.63,-9.29
Houston Rockets,2,16,.111,-10.33,99.36,109.56,-10.20,-10.15,99.66,109.69,-10.04
