Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,48,10,.828,8.14,114.77,106.66,8.11,7.80,114.59,106.83,7.77
Golden State Warriors,42,17,.712,6.92,112.73,105.69,7.04,6.71,112.56,105.74,6.82
Utah Jazz,36,22,.621,6.86,117.35,110.32,7.04,6.45,117.13,110.51,6.61
Boston Celtics,34,26,.567,5.40,112.16,106.48,5.68,4.88,111.78,106.64,5.14
Memphis Grizzlies,41,19,.683,4.85,114.45,109.65,4.80,4.68,114.54,109.91,4.63
Miami Heat,37,21,.638,4.48,114.01,109.38,4.63,4.08,113.69,109.46,4.23
Cleveland Cavaliers,35,23,.603,4.14,111.87,107.64,4.23,4.09,111.52,107.35,4.17
Dallas Mavericks,34,24,.586,3.29,111.68,108.09,3.59,3.10,111.64,108.27,3.37
Milwaukee Bucks,36,23,.610,3.46,114.06,110.65,3.41,2.68,113.78,111.14,2.64
Denver Nuggets,33,25,.569,2.09,113.43,111.27,2.17,2.28,113.46,111.11,2.35
Toronto Raptors,32,25,.561,1.77,113.17,111.38,1.79,1.94,113.15,111.20,1.95
Minnesota Timberwolves,31,28,.525,1.46,113.06,111.59,1.46,1.46,113.03,111.56,1.47
Chicago Bulls,38,21,.644,2.25,114.97,112.78,2.19,1.47,114.78,113.38,1.41
Philadelphia 76ers,34,23,.596,1.53,112.07,110.52,1.55,1.19,111.77,110.56,1.22
Atlanta Hawks,28,30,.483,0.48,115.73,115.26,0.48,0.73,116.04,115.31,0.73
San Antonio Spurs,23,36,.390,0.14,112.03,112.02,0.01,0.21,112.36,112.27,0.09
Brooklyn Nets,31,27,.534,0.24,112.91,112.70,0.21,-0.02,113.02,113.08,-0.06
Charlotte Hornets,29,30,.492,-0.85,112.63,113.45,-0.82,-0.85,112.65,113.48,-0.83
Los Angeles Clippers,29,31,.483,-1.37,108.39,109.89,-1.50,-0.77,108.68,109.58,-0.90
New York Knicks,25,34,.424,-1.51,109.95,111.53,-1.58,-1.59,109.83,111.48,-1.65
Los Angeles Lakers,27,31,.466,-1.47,109.95,111.41,-1.46,-1.81,109.60,111.42,-1.82
Indiana Pacers,20,40,.333,-2.65,111.98,114.63,-2.65,-2.10,112.20,114.29,-2.09
New Orleans Pelicans,23,35,.397,-3.14,110.28,113.48,-3.20,-2.81,110.62,113.49,-2.86
Washington Wizards,26,31,.456,-3.09,110.29,113.56,-3.27,-2.84,110.35,113.36,-3.01
Portland Trail Blazers,25,34,.424,-3.86,111.19,115.26,-4.06,-3.29,111.71,115.19,-3.48
Sacramento Kings,22,38,.367,-5.00,110.62,115.72,-5.10,-4.76,110.93,115.79,-4.86
Oklahoma City Thunder,18,40,.310,-6.64,103.52,110.29,-6.77,-6.37,103.46,109.95,-6.50
Orlando Magic,13,47,.217,-8.63,104.84,113.54,-8.70,-8.20,104.63,112.89,-8.26
Houston Rockets,15,42,.263,-9.28,108.26,117.57,-9.30,-8.77,108.77,117.56,-8.79
Detroit Pistons,13,45,.224,-10.05,104.34,114.33,-9.99,-9.61,104.39,113.94,-9.55
