Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Phoenix Suns,51,13,.797,7.72,115.11,107.44,7.66,7.30,114.87,107.63,7.24
Golden State Warriors,43,21,.672,6.36,112.98,106.51,6.47,6.15,112.84,106.58,6.26
Utah Jazz,40,23,.635,6.21,117.43,111.06,6.37,5.79,117.30,111.35,5.95
Boston Celtics,39,27,.591,5.50,113.00,107.22,5.77,4.96,112.52,107.30,5.22
Miami Heat,43,22,.662,4.89,114.23,109.15,5.08,4.62,113.87,109.08,4.79
Memphis Grizzlies,44,22,.667,4.68,114.44,109.83,4.61,4.38,114.44,110.14,4.30
Dallas Mavericks,39,25,.609,3.34,112.55,108.92,3.63,3.32,112.66,109.08,3.58
Cleveland Cavaliers,37,27,.578,3.42,111.91,108.42,3.49,3.28,111.52,108.17,3.35
Milwaukee Bucks,40,25,.615,3.68,114.86,111.23,3.63,3.20,114.70,111.54,3.16
Denver Nuggets,38,26,.594,2.92,113.83,110.86,2.96,2.61,113.56,110.92,2.64
Philadelphia 76ers,39,24,.619,2.24,113.02,110.80,2.21,2.08,112.89,110.83,2.06
Minnesota Timberwolves,36,29,.554,2.02,113.95,111.98,1.98,2.09,114.09,112.04,2.04
Atlanta Hawks,31,32,.492,0.81,116.17,115.37,0.80,1.14,116.47,115.33,1.14
Chicago Bulls,39,25,.609,1.66,114.77,113.18,1.59,1.14,114.56,113.48,1.08
Toronto Raptors,34,30,.531,0.98,112.62,111.64,0.97,0.97,112.47,111.51,0.96
Charlotte Hornets,32,33,.492,-0.31,112.93,113.19,-0.26,-0.28,112.98,113.22,-0.23
San Antonio Spurs,24,40,.375,-0.22,112.41,112.75,-0.34,-0.13,112.66,112.91,-0.25
Los Angeles Clippers,34,32,.515,-0.55,109.08,109.76,-0.68,-0.53,109.05,109.71,-0.66
Brooklyn Nets,32,33,.492,-1.06,112.78,113.87,-1.09,-0.96,113.08,114.06,-0.99
New Orleans Pelicans,27,37,.422,-1.41,111.44,112.89,-1.45,-0.96,111.76,112.74,-0.99
New York Knicks,26,38,.406,-1.77,109.98,111.79,-1.82,-1.57,110.05,111.66,-1.61
Indiana Pacers,22,44,.333,-2.50,112.28,114.78,-2.50,-2.39,112.50,114.89,-2.39
Los Angeles Lakers,28,35,.444,-2.13,109.75,111.87,-2.12,-2.41,109.59,112.01,-2.42
Washington Wizards,29,34,.460,-2.57,111.26,113.99,-2.72,-2.46,111.24,113.83,-2.59
Portland Trail Blazers,25,38,.397,-5.41,110.41,115.99,-5.58,-4.60,111.07,115.84,-4.77
Sacramento Kings,24,42,.364,-5.00,110.61,115.71,-5.10,-4.84,110.87,115.81,-4.94
Oklahoma City Thunder,20,44,.313,-7.19,103.83,111.08,-7.25,-6.82,103.71,110.59,-6.88
Orlando Magic,16,49,.246,-8.06,105.00,113.10,-8.10,-7.72,104.67,112.42,-7.75
Detroit Pistons,17,47,.266,-9.13,105.43,114.50,-9.07,-8.67,105.53,114.15,-8.62
Houston Rockets,16,48,.250,-9.23,108.26,117.51,-9.25,-8.75,108.80,117.57,-8.77
