Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,27,6,.818,10.39,113.61,103.13,10.48,9.80,113.36,103.52,9.83
Utah Jazz,23,9,.719,10.28,118.61,108.08,10.52,9.27,117.84,108.35,9.49
Phoenix Suns,26,6,.813,7.31,111.96,104.73,7.23,7.04,111.84,104.89,6.94
Cleveland Cavaliers,19,13,.594,5.38,110.80,105.17,5.62,6.06,110.95,104.64,6.31
Miami Heat,20,13,.606,3.73,112.59,108.80,3.79,3.40,112.91,109.43,3.48
Milwaukee Bucks,22,13,.629,3.40,112.10,108.63,3.47,2.60,111.74,109.04,2.70
Brooklyn Nets,22,9,.710,3.52,111.30,107.68,3.62,2.39,111.20,108.70,2.50
Chicago Bulls,19,10,.655,3.07,112.11,109.14,2.97,2.43,111.88,109.52,2.35
Toronto Raptors,14,15,.483,1.17,111.74,110.49,1.25,1.70,112.18,110.39,1.79
Boston Celtics,16,17,.485,1.09,110.23,109.10,1.14,1.68,110.60,108.86,1.75
Memphis Grizzlies,19,14,.576,1.88,112.02,110.19,1.83,1.78,111.95,110.24,1.72
Indiana Pacers,14,19,.424,0.91,111.66,110.64,1.02,0.93,111.05,110.00,1.05
San Antonio Spurs,13,18,.419,0.90,111.47,110.62,0.86,0.63,111.66,111.08,0.58
Atlanta Hawks,15,17,.469,0.81,113.78,112.95,0.83,0.46,113.68,113.19,0.49
Dallas Mavericks,15,17,.469,-0.31,109.79,109.88,-0.09,0.07,109.89,109.61,0.27
Los Angeles Clippers,17,15,.531,0.78,107.36,106.85,0.51,0.49,107.08,106.89,0.19
Denver Nuggets,15,16,.484,-0.45,110.42,110.84,-0.42,-0.02,110.15,110.13,0.02
Minnesota Timberwolves,15,17,.469,-0.56,109.70,110.10,-0.41,-0.18,109.84,109.87,-0.03
Philadelphia 76ers,16,16,.500,-0.91,110.22,111.10,-0.88,-0.52,109.80,110.29,-0.49
New York Knicks,15,18,.455,-0.76,111.02,111.82,-0.80,-1.09,110.87,111.99,-1.11
Charlotte Hornets,17,17,.500,-1.91,113.79,115.68,-1.89,-1.24,114.09,115.30,-1.21
Washington Wizards,17,15,.531,-2.25,109.40,111.83,-2.43,-1.58,109.32,111.04,-1.72
Portland Trail Blazers,13,19,.406,-2.91,111.12,114.15,-3.03,-1.76,111.97,113.89,-1.92
Los Angeles Lakers,16,18,.471,-2.32,107.06,109.26,-2.20,-3.00,107.10,110.01,-2.91
Sacramento Kings,13,20,.394,-3.85,109.94,113.85,-3.91,-2.98,110.48,113.53,-3.05
New Orleans Pelicans,12,21,.364,-4.64,108.53,113.31,-4.78,-4.74,108.67,113.56,-4.89
Houston Rockets,10,23,.303,-7.27,107.29,114.64,-7.35,-7.72,107.64,115.45,-7.81
Oklahoma City Thunder,11,20,.355,-7.97,102.18,110.41,-8.23,-7.99,102.18,110.44,-8.26
Orlando Magic,7,26,.212,-9.33,103.90,113.34,-9.45,-8.79,103.60,112.48,-8.88
Detroit Pistons,5,26,.161,-9.00,102.61,111.72,-9.11,-8.89,102.78,111.78,-9.00
