Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,30,9,.769,8.87,111.95,103.00,8.95,8.81,111.86,102.99,8.87
Utah Jazz,28,12,.700,8.65,118.22,109.37,8.86,8.07,117.62,109.36,8.26
Phoenix Suns,30,9,.769,7.10,112.69,105.70,6.99,6.73,112.66,106.07,6.60
Cleveland Cavaliers,22,18,.550,4.80,111.55,106.67,4.88,5.50,111.49,105.91,5.58
Memphis Grizzlies,28,14,.667,4.21,113.58,109.40,4.18,4.13,113.71,109.62,4.09
Miami Heat,25,15,.625,4.25,113.72,109.33,4.39,3.83,113.89,109.92,3.97
Dallas Mavericks,22,18,.550,2.45,110.97,108.24,2.73,2.42,110.79,108.13,2.67
Milwaukee Bucks,26,16,.619,3.95,113.39,109.40,3.98,2.54,112.88,110.29,2.59
Chicago Bulls,26,11,.703,3.35,113.38,110.13,3.25,2.57,112.96,110.47,2.50
Toronto Raptors,20,17,.541,1.51,112.91,111.25,1.66,2.15,113.49,111.19,2.30
Boston Celtics,19,21,.475,1.53,110.34,108.70,1.64,1.86,110.58,108.61,1.97
Brooklyn Nets,25,13,.658,2.55,111.94,109.34,2.60,1.86,112.05,110.14,1.91
Philadelphia 76ers,22,16,.579,1.42,111.99,110.49,1.49,1.11,111.33,110.14,1.19
Minnesota Timberwolves,20,20,.500,0.90,110.24,109.29,0.95,0.87,110.34,109.43,0.91
Indiana Pacers,15,25,.375,0.05,111.89,111.79,0.10,0.50,111.45,110.88,0.58
Denver Nuggets,20,18,.526,-0.03,110.35,110.35,0.00,0.40,110.26,109.85,0.41
San Antonio Spurs,15,24,.385,-0.03,110.57,110.70,-0.13,-0.11,110.92,111.12,-0.20
Los Angeles Clippers,20,21,.488,-0.63,107.19,108.01,-0.81,-0.30,107.29,107.78,-0.49
Charlotte Hornets,21,19,.525,-0.83,114.11,114.90,-0.79,-0.62,114.16,114.75,-0.59
Atlanta Hawks,17,22,.436,-0.64,114.47,115.09,-0.63,-0.80,114.57,115.36,-0.79
Los Angeles Lakers,21,20,.512,-0.51,109.64,110.06,-0.42,-1.29,109.41,110.64,-1.23
Washington Wizards,20,20,.500,-2.25,110.13,112.53,-2.40,-1.79,109.91,111.82,-1.91
New York Knicks,19,21,.475,-1.23,109.74,111.08,-1.34,-1.82,109.53,111.44,-1.92
Portland Trail Blazers,15,24,.385,-3.97,112.01,116.15,-4.14,-2.59,112.83,115.60,-2.77
Sacramento Kings,16,26,.381,-4.71,109.53,114.34,-4.82,-3.95,109.96,114.02,-4.06
New Orleans Pelicans,14,26,.350,-5.00,108.80,113.90,-5.10,-4.39,109.51,114.00,-4.50
Oklahoma City Thunder,13,26,.333,-7.74,102.13,110.07,-7.94,-7.71,102.12,110.02,-7.90
Houston Rockets,11,30,.268,-8.66,107.76,116.42,-8.67,-8.78,108.19,116.97,-8.79
Orlando Magic,7,34,.171,-9.24,103.87,113.24,-9.37,-8.93,103.57,112.61,-9.04
Detroit Pistons,8,30,.211,-9.66,102.22,111.83,-9.62,-9.75,101.90,111.62,-9.72
