Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,30,9,.769,8.87,111.95,103.00,8.95,8.84,111.87,102.97,8.90
Utah Jazz,28,13,.683,8.20,118.21,109.81,8.39,7.41,117.62,110.03,7.59
Phoenix Suns,30,9,.769,7.10,112.69,105.70,6.99,6.74,112.68,106.07,6.61
Cleveland Cavaliers,23,18,.561,4.71,111.68,106.90,4.78,5.31,111.58,106.19,5.39
Memphis Grizzlies,28,14,.667,4.21,113.58,109.40,4.18,4.13,113.68,109.59,4.09
Miami Heat,25,15,.625,4.25,113.72,109.33,4.39,3.84,113.89,109.92,3.98
Dallas Mavericks,22,18,.550,2.45,110.97,108.24,2.73,2.37,110.78,108.16,2.62
Chicago Bulls,26,11,.703,3.35,113.38,110.13,3.25,2.62,113.00,110.45,2.55
Milwaukee Bucks,26,17,.605,3.77,113.02,109.22,3.80,2.41,112.47,110.00,2.46
Toronto Raptors,20,17,.541,1.51,112.91,111.25,1.66,2.16,113.52,111.21,2.31
Boston Celtics,20,21,.488,1.56,109.99,108.32,1.67,1.89,110.24,108.24,2.00
Brooklyn Nets,25,14,.641,2.33,111.91,109.53,2.38,1.66,111.94,110.24,1.70
Philadelphia 76ers,23,16,.590,1.90,112.00,110.02,1.98,1.38,111.20,109.74,1.46
Minnesota Timberwolves,20,20,.500,0.90,110.24,109.29,0.95,0.82,110.31,109.46,0.86
Indiana Pacers,15,26,.366,-0.02,111.44,111.41,0.03,0.50,111.08,110.51,0.58
Denver Nuggets,20,18,.526,-0.03,110.35,110.35,0.00,0.35,110.24,109.88,0.37
Charlotte Hornets,22,19,.537,-0.71,113.80,114.47,-0.67,-0.44,113.88,114.30,-0.41
Los Angeles Clippers,20,21,.488,-0.63,107.19,108.01,-0.81,-0.30,107.27,107.76,-0.49
San Antonio Spurs,15,25,.375,-0.40,110.30,110.82,-0.51,-0.49,110.62,111.22,-0.60
Atlanta Hawks,17,22,.436,-0.64,114.46,115.08,-0.62,-0.79,114.56,115.35,-0.78
Los Angeles Lakers,21,20,.512,-0.51,109.63,110.05,-0.42,-1.27,109.42,110.64,-1.22
New York Knicks,20,21,.488,-0.83,109.87,110.80,-0.93,-1.40,109.74,111.22,-1.48
Washington Wizards,20,20,.500,-2.25,110.14,112.54,-2.40,-1.81,109.93,111.85,-1.93
Portland Trail Blazers,16,24,.400,-3.73,112.13,116.02,-3.89,-2.34,112.93,115.43,-2.50
Sacramento Kings,16,27,.372,-4.63,109.68,114.41,-4.73,-3.79,110.17,114.06,-3.89
New Orleans Pelicans,14,26,.350,-5.00,108.80,113.90,-5.10,-4.43,109.46,113.99,-4.53
Oklahoma City Thunder,13,26,.333,-7.74,102.13,110.07,-7.94,-7.75,102.09,110.03,-7.93
Houston Rockets,11,31,.262,-8.93,107.39,116.33,-8.94,-8.97,107.85,116.84,-8.98
Orlando Magic,7,34,.171,-9.24,103.88,113.25,-9.37,-8.91,103.62,112.64,-9.02
Detroit Pistons,9,30,.231,-9.15,102.87,111.98,-9.11,-9.06,102.63,111.65,-9.02
