Team,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
Golden State Warriors,32,13,.711,7.84,111.42,103.41,8.01,7.82,111.37,103.39,7.98
Phoenix Suns,35,9,.795,7.91,113.42,105.58,7.84,7.45,113.44,106.06,7.39
Utah Jazz,29,16,.644,7.29,117.52,110.09,7.43,6.54,116.92,110.25,6.67
Cleveland Cavaliers,27,19,.587,4.72,112.25,107.43,4.82,5.28,112.15,106.77,5.38
Miami Heat,29,16,.644,4.58,113.95,109.21,4.74,4.14,113.69,109.38,4.30
Memphis Grizzlies,31,16,.660,3.55,112.76,109.26,3.50,3.75,113.05,109.35,3.70
Milwaukee Bucks,28,19,.596,3.81,112.92,109.13,3.79,2.90,112.55,109.65,2.91
Dallas Mavericks,26,20,.565,2.52,110.46,107.69,2.77,2.44,110.32,107.66,2.66
Boston Celtics,23,23,.500,1.65,110.49,108.70,1.79,1.92,110.64,108.59,2.05
Chicago Bulls,28,15,.651,2.33,113.72,111.49,2.22,1.94,113.69,111.82,1.87
Brooklyn Nets,28,16,.636,2.39,113.18,110.76,2.42,1.61,113.15,111.52,1.63
Toronto Raptors,21,21,.500,0.81,112.13,111.26,0.87,1.47,112.77,111.24,1.54
Denver Nuggets,23,20,.535,1.05,111.63,110.51,1.12,1.39,111.61,110.17,1.44
Philadelphia 76ers,26,18,.591,1.82,111.96,110.05,1.90,1.21,111.17,109.87,1.30
Minnesota Timberwolves,22,23,.489,0.78,110.84,110.03,0.81,0.83,110.96,110.11,0.85
Indiana Pacers,17,29,.370,-0.72,111.73,112.45,-0.72,0.03,111.85,111.79,0.06
Charlotte Hornets,25,20,.556,-0.13,113.41,113.46,-0.05,-0.07,113.46,113.45,0.01
San Antonio Spurs,17,28,.378,-0.22,110.58,110.89,-0.31,-0.39,110.99,111.48,-0.49
Atlanta Hawks,19,25,.432,-1.02,114.90,115.95,-1.05,-0.90,115.08,116.01,-0.93
Los Angeles Clippers,22,24,.478,-1.11,107.52,108.81,-1.29,-0.90,107.50,108.60,-1.09
New York Knicks,22,24,.478,-0.54,109.95,110.56,-0.62,-1.10,109.55,110.71,-1.16
Washington Wizards,23,22,.511,-1.49,111.01,112.61,-1.60,-1.43,110.75,112.28,-1.53
Los Angeles Lakers,22,23,.489,-1.51,109.60,111.10,-1.50,-2.09,109.27,111.38,-2.10
Portland Trail Blazers,18,26,.409,-4.05,111.35,115.57,-4.23,-3.01,111.97,115.15,-3.18
New Orleans Pelicans,17,28,.378,-4.20,109.19,113.48,-4.29,-3.67,109.83,113.58,-3.75
Sacramento Kings,18,29,.383,-3.96,110.67,114.73,-4.06,-3.92,110.90,114.92,-4.03
Oklahoma City Thunder,14,30,.318,-7.14,103.50,110.81,-7.30,-6.94,103.62,110.72,-7.10
Houston Rockets,14,32,.304,-8.09,108.09,116.17,-8.09,-8.12,108.31,116.43,-8.11
Orlando Magic,8,38,.174,-9.07,103.92,113.16,-9.23,-8.75,103.60,112.50,-8.91
Detroit Pistons,11,33,.250,-9.73,103.38,113.01,-9.63,-9.33,103.31,112.55,-9.24
